"gene_id"	"InterproScan.GO.ID"
"LOC111136385"	"GO:0005164;GO:0006955;GO:0007165;GO:0016020"
"LOC111136386"	"GO:0005164;GO:0006955;GO:0007165;GO:0016020"
"LOC111136390"	"GO:0005515;GO:0036064;GO:0060271"
"LOC111136389"	"GO:0004867"
"LOC111136391"	"unknown"
"LOC111136392"	"unknown"
"LOC111136393"	"GO:0004553;GO:0005975"
"LOC111136394"	"GO:0004553;GO:0005975"
"LOC111136395"	"GO:0004553;GO:0005975"
"LOC111136396"	"unknown"
"LOC111136398"	"GO:0005515;GO:0035556"
"LOC111136378"	"GO:0005515"
"LOC111136397"	"GO:0003777;GO:0005524;GO:0005874;GO:0007018;GO:0008017;GO:0045298"
"LOC111136399"	"GO:0003842;GO:0006525;GO:0006561;GO:0010133;GO:0016620;GO:0055114"
"LOC111136400"	"GO:0016021"
"LOC111136401"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111136402"	"unknown"
"LOC111136403"	"GO:0005515"
"LOC111136405"	"GO:0004713;GO:0005524;GO:0006468"
"LOC111136406"	"GO:0000812;GO:0006355;GO:0035267"
"LOC111136404"	"GO:0016020"
"LOC111136407"	"GO:0005515"
"LOC111136408"	"GO:0003676"
"LOC111136409"	"GO:0003677"
"LOC111136411"	"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111136412"	"GO:0022857"
"LOC111136413"	"GO:0000387;GO:0005681"
"LOC111136410"	"GO:0006813;GO:0016020"
"LOC111136414"	"GO:0005515"
"LOC111136415"	"GO:0035102"
"LOC111136416"	"GO:0005515"
"LOC111136417"	"unknown"
"LOC111136418"	"unknown"
"LOC111136419"	"unknown"
"LOC111136420"	"GO:0006751;GO:0036374"
"LOC111136421"	"unknown"
"LOC111136422"	"unknown"
"LOC111136423"	"unknown"
"LOC111136424"	"GO:0006493;GO:0019200"
"LOC111136425"	"GO:0003735;GO:0006412;GO:0015934;GO:0042254"
"LOC111136426"	"unknown"
"LOC111136427"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111136428"	"unknown"
"LOC111136429"	"unknown"
"LOC111136430"	"GO:0003824"
"LOC111136431"	"GO:0004089;GO:0006730;GO:0006807;GO:0008270"
"LOC111136432"	"unknown"
"LOC111136433"	"GO:0005524"
"LOC111136434"	"unknown"
"LOC111136435"	"unknown"
"LOC111136436"	"GO:0005515"
"LOC111136437"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111136438"	"GO:0003997;GO:0005777;GO:0006635;GO:0006637;GO:0071949"
"LOC111136439"	"unknown"
"LOC111136440"	"GO:0003676"
"LOC111136441"	"unknown"
"LOC111136442"	"GO:0042981"
"LOC111136443"	"unknown"
"LOC111136444"	"GO:0002098;GO:0050660"
"LOC111136445"	"GO:0007187;GO:0008502;GO:0016021"
"LOC111136448"	"GO:0005515"
"LOC111136447"	"GO:0016021"
"LOC111136449"	"GO:0004252;GO:0006508"
"LOC111136450"	"unknown"
"LOC111136451"	"GO:0016491"
"LOC111136452"	"GO:0019904"
"LOC111136453"	"unknown"
"LOC111136454"	"GO:0003676"
"LOC111136455"	"GO:0005634;GO:0006915"
"LOC111136456"	"unknown"
"LOC111136458"	"GO:0005515;GO:0005737"
"LOC111136459"	"GO:0005634"
"LOC111136461"	"GO:0003676"
"LOC111136460"	"GO:0006486;GO:0008378;GO:0016020"
"LOC111136462"	"GO:0005515"
"LOC111136463"	"unknown"
"LOC111136464"	"unknown"
"LOC111136465"	"GO:0005634;GO:0008270;GO:0032786"
"LOC111136466"	"GO:0005515"
"LOC111136467"	"GO:0003677;GO:0046983"
"LOC111136468"	"GO:0008033;GO:0017150;GO:0050660;GO:0055114"
"LOC111136469"	"GO:0016255;GO:0042765"
"LOC111136228"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111136446"	"GO:0005515"
"LOC111136470"	"unknown"
"LOC111136471"	"GO:0006270"
"LOC111136474"	"unknown"
"LOC111136475"	"GO:0005515"
"LOC111136476"	"GO:0005509;GO:0007154;GO:0016020"
"LOC111136477"	"GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0008270;GO:0043565"
"LOC111136478"	"unknown"
"LOC111136479"	"GO:0004198;GO:0005622;GO:0006508;GO:0051493"
"LOC111136480"	"GO:0005515"
"LOC111136482"	"GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"LOC111136483"	"GO:0016491;GO:0050660;GO:0051537;GO:0055114"
"LOC111136481"	"unknown"
"LOC111136484"	"GO:0005515;GO:0072546"
"LOC111136485"	"GO:0008180;GO:0010387"
"LOC111136486"	"unknown"
"LOC111136487"	"unknown"
"LOC111136488"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111136490"	"unknown"
"LOC111136491"	"unknown"
"LOC111136492"	"GO:0016491"
"LOC111136493"	"GO:0005515"
"LOC111136494"	"GO:0005524"
"LOC111136496"	"unknown"
"LOC111136497"	"GO:0000287;GO:0004749;GO:0006098;GO:0006144;GO:0009116;GO:0009165"
"LOC111136495"	"GO:0007219;GO:0016567"
"LOC111136498"	"unknown"
"LOC111136499"	"unknown"
"LOC111136500"	"unknown"
"LOC111136502"	"GO:0007219;GO:0008270;GO:0016567"
"LOC111136503"	"GO:0005515"
"LOC111136504"	"GO:0016491;GO:0055114"
"LOC111136505"	"GO:0005507;GO:0005743;GO:0006825;GO:0006878;GO:0008535;GO:0045454"
"LOC111136506"	"GO:0005515"
"LOC111136507"	"unknown"
"LOC111136509"	"GO:0006364"
"LOC111136510"	"GO:0003676"
"LOC111136511"	"unknown"
"LOC111136514"	"GO:0004707;GO:0005524;GO:0006468;GO:0007178;GO:0009069"
"LOC111136515"	"GO:0006120;GO:0006744;GO:0006814;GO:0008137;GO:1902600"
"LOC111136517"	"GO:0003723"
"LOC111136518"	"GO:0003676"
"LOC111136519"	"GO:0005789"
"LOC111136516"	"GO:0005515"
"LOC111136520"	"GO:0004689;GO:0005516;GO:0005524;GO:0005964;GO:0005978;GO:0006468;GO:0009069"
"LOC111136521"	"GO:0016192;GO:0030008"
"LOC111136523"	"GO:0008270;GO:0030544"
"LOC111136524"	"GO:0003774;GO:0005524;GO:0016459;GO:0051015"
"LOC111136525"	"GO:0004888;GO:0005230;GO:0007165;GO:0016021;GO:0034220"
"LOC111136526"	"GO:0004514;GO:0009435;GO:0046497"
"LOC111136528"	"GO:0003993;GO:0006771;GO:0019497;GO:0046872"
"LOC111136529"	"GO:0004623;GO:0005509;GO:0009395;GO:0016042;GO:0050482"
"LOC111136530"	"GO:0003676"
"LOC111136531"	"GO:0005509;GO:0016787"
"LOC111136532"	"unknown"
"LOC111136533"	"GO:0005515"
"LOC111136534"	"GO:0007165;GO:0008083;GO:0008283;GO:0040007"
"LOC111136535"	"GO:0000139"
"LOC111136536"	"GO:0004197;GO:0006508;GO:0042981"
"LOC111136538"	"GO:0006118;GO:0015035"
"LOC111136539"	"unknown"
"LOC111136540"	"GO:0016491;GO:0055114"
"LOC111136537"	"GO:0005515"
"LOC111136541"	"GO:0003723;GO:0005515;GO:0005576;GO:0006397;GO:0030414"
"LOC111136542"	"unknown"
"LOC111136543"	"GO:0004347;GO:0005982;GO:0005985;GO:0006094;GO:0006096;GO:0006098"
"LOC111136544"	"unknown"
"LOC111136545"	"GO:0000077;GO:0006281;GO:0030896"
"LOC111136546"	"unknown"
"LOC111136522"	"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111136548"	"GO:0005388;GO:0005524;GO:0016021;GO:0033017;GO:0070588"
"LOC111136547"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111136549"	"GO:0004482;GO:0005634;GO:0006370;GO:0009451"
"LOC111136550"	"unknown"
"LOC111136551"	"GO:0003676;GO:0005524;GO:0008270"
"LOC111136552"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111136553"	"unknown"
"LOC111136555"	"GO:0000030;GO:0000136;GO:0030176"
"LOC111136556"	"GO:0016020;GO:0022857;GO:0055085"
"LOC111136554"	"GO:0003676;GO:0006913;GO:0031965"
"LOC111136557"	"GO:0003958;GO:0006118;GO:0010181;GO:0055114"
"LOC111136558"	"GO:0005509"
"LOC111136559"	"GO:0005509"
"LOC111136560"	"GO:0005524;GO:0006457;GO:0051082"
"LOC111136561"	"GO:0005509"
"LOC111136562"	"GO:0003950;GO:0006471"
"LOC111136564"	"unknown"
"LOC111136563"	"GO:0003697;GO:0003723;GO:0016070;GO:0043565"
"LOC111136565"	"unknown"
"LOC111136566"	"GO:0005509"
"LOC111136567"	"GO:0008146"
"LOC111136569"	"unknown"
"LOC111136570"	"unknown"
"LOC111136572"	"unknown"
"LOC111136573"	"GO:0006742;GO:0009435;GO:0033735;GO:0050661;GO:0055114"
"LOC111136571"	"GO:0004576;GO:0006486;GO:0008250"
"LOC111136574"	"GO:0003779;GO:0005622"
"LOC111136575"	"GO:0070072"
"LOC111136576"	"GO:0003677;GO:0005634;GO:0006355"
"LOC111136577"	"unknown"
"LOC111136578"	"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111136579"	"GO:0003735;GO:0005840;GO:0042254"
"LOC111136580"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111136582"	"unknown"
"LOC111136583"	"GO:0008270"
"LOC111136584"	"GO:0005102;GO:0005576;GO:0007275;GO:0016055"
"LOC111136585"	"GO:0005515"
"LOC111136586"	"GO:0019904"
"LOC111136588"	"unknown"
"LOC111136589"	"unknown"
"LOC111136587"	"GO:0005506;GO:0006118;GO:0009055;GO:0051537;GO:0055114;GO:0071949"
"LOC111136590"	"unknown"
"LOC111136591"	"GO:0007015"
"LOC111136592"	"GO:0032007;GO:0048011"
"LOC111136594"	"unknown"
"LOC111136595"	"GO:0005515;GO:0005524"
"LOC111136597"	"GO:0003950;GO:0006471;GO:0008270"
"LOC111136596"	"GO:0035556"
"LOC111136598"	"unknown"
"LOC111136599"	"unknown"
"LOC111136601"	"GO:0005515;GO:0005682"
"LOC111136602"	"GO:0003713;GO:0005634;GO:0005667;GO:0045893"
"LOC111136604"	"unknown"
"LOC111136603"	"GO:0005515"
"LOC111136606"	"GO:0006355;GO:0043565"
"LOC111136607"	"GO:0001510;GO:0005634;GO:0006396;GO:0016422"
"LOC111136608"	"unknown"
"LOC111136609"	"GO:0016020"
"LOC111136611"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111136612"	"GO:0016021"
"LOC111136610"	"GO:0035556"
"LOC111136613"	"GO:0045454"
"LOC111136614"	"GO:0004061;GO:0019441;GO:0046487"
"LOC111136615"	"GO:0005643;GO:0017056"
"LOC111136616"	"unknown"
"LOC111136617"	"GO:0016021;GO:0055085"
"LOC111136619"	"unknown"
"LOC111136620"	"unknown"
"LOC111136621"	"GO:0005975;GO:0006090;GO:0019643;GO:0030060;GO:0046487"
"LOC111136618"	"unknown"
"LOC111136622"	"GO:0006470;GO:0008138"
"LOC111136623"	"GO:0005509;GO:0005576;GO:0007160"
"LOC111136624"	"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111136625"	"unknown"
"LOC111136627"	"GO:0005262;GO:0005515;GO:0016020;GO:0070588"
"LOC111136628"	"GO:0004197;GO:0006508;GO:0006772;GO:0050333"
"LOC111136629"	"unknown"
"LOC111136630"	"unknown"
"LOC111136631"	"unknown"
"LOC111136632"	"unknown"
"LOC111136633"	"unknown"
"LOC111136634"	"GO:0016020;GO:0016263;GO:0016266;GO:0019013"
"LOC111136635"	"GO:0003723;GO:0004540;GO:0051252"
"LOC111136637"	"unknown"
"LOC111136638"	"GO:0005515;GO:0035556"
"LOC111136636"	"unknown"
"LOC111136639"	"GO:0016020"
"LOC111136640"	"GO:0005515"
"LOC111136641"	"GO:0005509"
"LOC111136642"	"GO:0016491"
"LOC111136643"	"GO:0035101"
"LOC111136644"	"GO:0004298;GO:0005839;GO:0043161"
"LOC111136645"	"GO:0004623;GO:0009395;GO:0050482"
"LOC111136646"	"GO:0005763"
"LOC111136647"	"unknown"
"LOC111136648"	"unknown"
"LOC111136650"	"GO:0005739;GO:0051607"
"LOC111136651"	"GO:0005254;GO:0005524;GO:0006820;GO:0016021;GO:0042626;GO:0055085"
"LOC111136649"	"unknown"
"LOC111136652"	"GO:0005524;GO:0016021;GO:0042626;GO:0055085"
"LOC111136653"	"unknown"
"LOC111136654"	"GO:0003676;GO:0003950"
"LOC111136655"	"unknown"
"LOC111136656"	"GO:0003676"
"LOC111136657"	"GO:0016746"
"LOC111136658"	"unknown"
"LOC111136659"	"unknown"
"LOC111136660"	"GO:0006338;GO:0031011"
"LOC111136661"	"GO:0004197;GO:0006508;GO:0042981"
"LOC111136662"	"GO:0006118;GO:0015035"
"LOC111136664"	"unknown"
"LOC111136665"	"GO:0005125;GO:0005576;GO:0007165"
"LOC111136666"	"GO:0003746;GO:0005840;GO:0006452;GO:0043022;GO:0045901;GO:0045905"
"LOC111136667"	"GO:0003676"
"LOC111136668"	"GO:0016021"
"LOC111136669"	"GO:0003774;GO:0005515;GO:0005524;GO:0016459"
"LOC111136670"	"GO:0005634;GO:0006915"
"LOC111136671"	"unknown"
"LOC111136672"	"GO:0003676;GO:0005515;GO:0005634"
"LOC111136673"	"GO:0006355;GO:0043565"
"LOC111136674"	"unknown"
"LOC111136675"	"GO:0005524"
"LOC111136676"	"unknown"
"LOC111136677"	"GO:0015267;GO:0016020;GO:0055085"
"LOC111136678"	"GO:0003723;GO:0006397"
"LOC111136679"	"GO:0019825;GO:0020037"
"LOC111136680"	"unknown"
"LOC111136681"	"GO:0015947;GO:0018738;GO:0046294"
"LOC111136682"	"GO:0005622;GO:0006915"
"LOC111136663"	"GO:0005515;GO:0005524"
"LOC111136683"	"GO:0016592"
"LOC111136684"	"GO:0005262;GO:0098703"
"LOC111136685"	"unknown"
"LOC111136686"	"unknown"
"LOC111136687"	"unknown"
"LOC111136688"	"unknown"
"LOC111136689"	"GO:0005515;GO:0008270"
"LOC111136690"	"GO:0008270"
"LOC111136691"	"GO:0005515"
"LOC111136693"	"GO:0016021"
"LOC111136694"	"unknown"
"LOC111136692"	"GO:0004197;GO:0006508;GO:0006915"
"LOC111136695"	"unknown"
"LOC111136696"	"GO:0016021;GO:0055085"
"LOC111136697"	"unknown"
"LOC111136698"	"unknown"
"LOC111136699"	"unknown"
"LOC111136700"	"GO:0016491"
"LOC111136701"	"GO:0005761"
"LOC111136702"	"GO:0003924;GO:0005525"
"LOC111136704"	"GO:0003677;GO:0006281;GO:0033699"
"LOC111136703"	"unknown"
"LOC111136705"	"unknown"
"LOC111136706"	"GO:0016021"
"LOC111136707"	"unknown"
"LOC111136708"	"unknown"
"LOC111136709"	"GO:0004126;GO:0006206;GO:0008270;GO:0009972"
"LOC111136711"	"GO:0008270"
"LOC111136712"	"GO:0003676"
"LOC111136713"	"unknown"
"LOC111136710"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111136714"	"GO:0003700;GO:0005667;GO:0006355;GO:0006355"
"LOC111136715"	"GO:0003676;GO:0003700;GO:0005667;GO:0006355;GO:0006355"
"LOC111136716"	"GO:0004888;GO:0007166;GO:0016021"
"LOC111136717"	"GO:0004061;GO:0019441;GO:0046487"
"LOC111136719"	"unknown"
"LOC111136720"	"unknown"
"LOC111136721"	"GO:0005515"
"LOC111136722"	"GO:0008017;GO:0008352;GO:0045298;GO:0051013"
"LOC111136723"	"GO:0004814;GO:0005524;GO:0006420;GO:0006525;GO:0006560"
"LOC111136724"	"GO:0016021"
"LOC111136725"	"GO:0008168"
"LOC111136726"	"GO:0004867;GO:0005515"
"LOC111136727"	"GO:0004674;GO:0005524;GO:0006468;GO:0009069"
"LOC111136728"	"unknown"
"LOC111136730"	"unknown"
"LOC111136731"	"GO:0005768;GO:0005794;GO:0006622;GO:0019904"
"LOC111136729"	"GO:0005634;GO:0005737"
"LOC111136732"	"unknown"
"LOC111136733"	"GO:0003676"
"LOC111136734"	"GO:0005509;GO:0005515;GO:0016020"
"LOC111136735"	"unknown"
"LOC111136737"	"GO:0016491"
"LOC111136738"	"unknown"
"LOC111136736"	"GO:0005576;GO:0016787"
"LOC111136739"	"GO:0005515;GO:0007165"
"LOC111136740"	"unknown"
"LOC111136741"	"unknown"
"LOC111136742"	"unknown"
"LOC111136743"	"unknown"
"LOC111136744"	"unknown"
"LOC111136746"	"unknown"
"LOC111136747"	"unknown"
"LOC111136748"	"GO:0008180;GO:0010387"
"LOC111136745"	"GO:0008146"
"LOC111136749"	"GO:0003735;GO:0005840;GO:0032543;GO:0042254"
"LOC111136750"	"unknown"
"LOC111136751"	"unknown"
"LOC111136752"	"unknown"
"LOC111136754"	"unknown"
"LOC111136755"	"GO:0008289"
"LOC111136756"	"unknown"
"LOC111136753"	"GO:0008146"
"LOC111136757"	"unknown"
"LOC111136758"	"unknown"
"LOC111136759"	"GO:0006812;GO:0015267;GO:0046930;GO:0046931;GO:0052331"
"LOC111136760"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111136761"	"unknown"
"LOC111136763"	"unknown"
"LOC111136764"	"GO:0003676"
"LOC111136765"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111136762"	"GO:0005828;GO:0005881;GO:0043515;GO:0045298;GO:0051010"
"LOC111136766"	"GO:0003824"
"LOC111136767"	"GO:0005515"
"LOC111136768"	"unknown"
"LOC111136769"	"unknown"
"LOC111136771"	"unknown"
"LOC111136772"	"unknown"
"LOC111136770"	"GO:0004177;GO:0006508;GO:0008270"
"LOC111136773"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111136774"	"GO:0005515"
"LOC111136775"	"GO:0003854;GO:0006694;GO:0008207;GO:0008209;GO:0008210;GO:0055114"
"LOC111136776"	"unknown"
"LOC111136777"	"unknown"
"LOC111136778"	"GO:0008270"
"LOC111136779"	"unknown"
"LOC111136781"	"unknown"
"LOC111136780"	"GO:0000922;GO:0005815;GO:0007020;GO:0043015;GO:0045298"
"LOC111136782"	"unknown"
"LOC111136783"	"GO:0005789;GO:0018279"
"LOC111136784"	"unknown"
"LOC111136785"	"unknown"
"LOC111136786"	"GO:0003676"
"LOC111136787"	"unknown"
"LOC111136789"	"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111136790"	"GO:0005328;GO:0006812;GO:0006836;GO:0016021"
"LOC111136791"	"GO:0005509"
"LOC111136792"	"GO:0005515"
"LOC111136793"	"GO:0016020;GO:0030001;GO:0046873;GO:0055085"
"LOC111136795"	"unknown"
"LOC111136796"	"unknown"
"LOC111136797"	"GO:0005125;GO:0005576;GO:0007165"
"LOC111136794"	"unknown"
"LOC111136798"	"unknown"
"LOC111136799"	"GO:0005515"
"LOC111136800"	"GO:0005741;GO:0035694"
"LOC111136802"	"GO:0004970;GO:0006811;GO:0007165;GO:0007268;GO:0016020"
"LOC111136801"	"GO:0005216;GO:0005515;GO:0006811;GO:0016020;GO:0055085"
"LOC111136803"	"GO:0004222;GO:0006508;GO:0008270;GO:0016020"
"LOC111136804"	"GO:0005515"
"LOC111136805"	"unknown"
"LOC111136806"	"GO:0005515"
"LOC111136807"	"GO:0006661;GO:0070772"
"LOC111136808"	"GO:0016020;GO:0022857;GO:0055085"
"LOC111136809"	"GO:0016020;GO:0022857;GO:0055085"
"LOC111136810"	"unknown"
"LOC111136811"	"unknown"
"LOC111136812"	"unknown"
"LOC111136813"	"unknown"
"LOC111136814"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111136815"	"GO:0016787"
"LOC111136816"	"GO:0003677;GO:0006310;GO:0015074"
"LOC111136817"	"unknown"
"LOC111136818"	"unknown"
"LOC111136820"	"GO:0003723;GO:0006364;GO:0008757"
"LOC111136821"	"GO:0003824;GO:0006595"
"LOC111136822"	"unknown"
"LOC111136819"	"unknown"
"LOC111136823"	"unknown"
"LOC111136825"	"GO:0005125;GO:0005576;GO:0007165"
"LOC111136826"	"unknown"
"LOC111136827"	"unknown"
"LOC111136829"	"GO:0008146"
"LOC111136831"	"unknown"
"LOC111136832"	"GO:0035091"
"LOC111136833"	"GO:0006508;GO:0042981;GO:0097200"
"LOC111136830"	"unknown"
"LOC111136834"	"unknown"
"LOC111136836"	"unknown"
"LOC111136837"	"unknown"
"LOC111136840"	"GO:0005515"
"LOC111136841"	"GO:0005789"
"LOC111136839"	"unknown"
"LOC111136842"	"unknown"
"LOC111136843"	"unknown"
"LOC111136844"	"unknown"
"LOC111136845"	"GO:0003677;GO:0008270"
"LOC111136847"	"unknown"
"LOC111136848"	"unknown"
"LOC111136849"	"GO:0005516;GO:0006813;GO:0016021;GO:0016286"
"LOC111136850"	"GO:0003824"
"LOC111136851"	"GO:0005515"
"LOC111136852"	"GO:0005509;GO:0005576;GO:0007160"
"LOC111136854"	"GO:0005515"
"LOC111136855"	"GO:0005515"
"LOC111136853"	"unknown"
"LOC111136856"	"unknown"
"LOC111136857"	"GO:0003676;GO:0008270"
"LOC111136858"	"GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"LOC111136859"	"unknown"
"LOC111136860"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111136861"	"GO:0005515"
"LOC111136862"	"unknown"
"LOC111136863"	"unknown"
"LOC111136864"	"GO:0005515"
"LOC111136838"	"GO:0016180"
"LOC111136865"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111136867"	"GO:0003677;GO:0004003;GO:0005524;GO:0005657;GO:0006139"
"LOC111136866"	"GO:0006886;GO:0030122;GO:0035615;GO:0072583"
"LOC111136868"	"GO:0016627;GO:0016787;GO:0050660;GO:0055114"
"LOC111136869"	"unknown"
"LOC111136870"	"unknown"
"LOC111136871"	"unknown"
"LOC111136872"	"GO:0016627;GO:0055114"
"LOC111136874"	"unknown"
"LOC111136875"	"GO:0003676;GO:0005515;GO:0005634;GO:0006397"
"LOC111136873"	"GO:0004345;GO:0006006;GO:0006098;GO:0006749;GO:0017057;GO:0050661;GO:0055114"
"LOC111136876"	"unknown"
"LOC111136878"	"GO:0007034"
"LOC111136879"	"GO:0005515;GO:0035556"
"LOC111136880"	"unknown"
"LOC111136881"	"unknown"
"LOC111136883"	"unknown"
"LOC111136884"	"GO:0008270"
"LOC111136885"	"GO:0008270"
"LOC111136882"	"GO:0003824"
"LOC111136886"	"GO:0003676"
"LOC111136887"	"GO:0000184"
"LOC111136888"	"GO:0008285;GO:0032007"
"LOC111136889"	"unknown"
"LOC111136890"	"GO:0003735;GO:0005761;GO:0006412;GO:0042254"
"LOC111136891"	"unknown"
"LOC111136892"	"GO:0016021;GO:0055085"
"LOC111136893"	"GO:0005515"
"LOC111136894"	"GO:0004842;GO:0016567"
"LOC111136895"	"unknown"
"LOC111136896"	"GO:0006886;GO:0016192;GO:0030131"
"LOC111136897"	"GO:0016021;GO:0016192"
"LOC111136898"	"GO:0006506;GO:0016021;GO:0016758"
"LOC111136899"	"unknown"
"LOC111136900"	"GO:0008270"
"LOC111136901"	"GO:0005515"
"LOC111136902"	"GO:0005515"
"LOC111136903"	"unknown"
"LOC111136904"	"GO:0004888;GO:0007166;GO:0016021"
"LOC111136905"	"GO:0006661;GO:0070772"
"LOC111136906"	"unknown"
"LOC111136907"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111136908"	"GO:0005509;GO:0007156;GO:0016020"
"LOC111136909"	"unknown"
"LOC111136911"	"GO:0003677;GO:0005515;GO:0005524;GO:0006281;GO:0008094"
"LOC111136912"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111136913"	"GO:0016021"
"LOC111136914"	"GO:0006355;GO:0008284"
"LOC111136916"	"unknown"
"LOC111136917"	"GO:0000785;GO:0003682;GO:0007219;GO:0045892"
"LOC111136918"	"GO:0006807"
"LOC111136915"	"GO:0016021;GO:0055085"
"LOC111136919"	"unknown"
"LOC111136920"	"GO:0005515"
"LOC111136921"	"GO:0004594;GO:0005524;GO:0015937;GO:0015940"
"LOC111136922"	"unknown"
"LOC111136923"	"unknown"
"LOC111136924"	"GO:0005515;GO:0005524;GO:0016817"
"LOC111136925"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111136927"	"GO:0004222;GO:0006508;GO:0008270;GO:0016020"
"LOC111136928"	"GO:0016020"
"LOC111136926"	"unknown"
"LOC111136929"	"unknown"
"LOC111136930"	"GO:0005201;GO:0016020;GO:0031012;GO:0062023"
"LOC111136931"	"GO:0016020"
"LOC111136933"	"GO:0005509"
"LOC111136935"	"GO:0005515"
"LOC111136936"	"unknown"
"LOC111136937"	"GO:0000166;GO:0006812;GO:0016021;GO:0016887"
"LOC111136934"	"GO:0003677;GO:0003700;GO:0005667;GO:0006355;GO:0006355"
"LOC111136938"	"GO:0005515;GO:0007165"
"LOC111136939"	"GO:0016020;GO:0022857;GO:0055085"
"LOC111136940"	"GO:0004332;GO:0006000;GO:0006013;GO:0006020;GO:0006094;GO:0006096;GO:0006098;GO:0015976"
"LOC111136942"	"unknown"
"LOC111136943"	"GO:0003700;GO:0005515;GO:0005667;GO:0006355;GO:0006355;GO:0044212"
"LOC111136944"	"unknown"
"LOC111136945"	"GO:0007224"
"LOC111136946"	"unknown"
"LOC111136947"	"GO:0016020;GO:0042043"
"LOC111136949"	"GO:0006486;GO:0008417;GO:0016020"
"LOC111136950"	"GO:0006886;GO:0008536;GO:0051169"
"LOC111136948"	"GO:0003676"
"LOC111136951"	"unknown"
"LOC111136953"	"unknown"
"LOC111136954"	"GO:0070403"
"LOC111136955"	"unknown"
"LOC111136956"	"unknown"
"LOC111136957"	"unknown"
"LOC111136958"	"GO:0005515"
"LOC111136959"	"GO:0006355;GO:0043565"
"LOC111136960"	"GO:0004672;GO:0005524;GO:0006468;GO:0009190;GO:0016849;GO:0035556"
"LOC111136962"	"unknown"
"LOC111136961"	"GO:0003824;GO:0009058;GO:0030170"
"LOC111136963"	"unknown"
"LOC111136964"	"unknown"
"LOC111136965"	"unknown"
"LOC111136970"	"GO:0016020;GO:0022857;GO:0055085"
"LOC111136971"	"GO:0016020;GO:0022857;GO:0055085"
"LOC111136968"	"GO:0000123;GO:0004402;GO:0006348;GO:0016573;GO:0042393;GO:0042967"
"LOC111136972"	"unknown"
"LOC111136973"	"GO:0004252;GO:0016021"
"LOC111136974"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111136977"	"GO:0006355;GO:0043565"
"LOC111136976"	"GO:0004825;GO:0005515;GO:0005524;GO:0006431;GO:0006555"
"LOC111136978"	"unknown"
"LOC111136979"	"GO:0016491"
"LOC111136980"	"GO:0003676"
"LOC111136981"	"unknown"
"LOC111136983"	"GO:0005509;GO:0005576;GO:0007160"
"LOC111136984"	"GO:0004997;GO:0007187;GO:0016021"
"LOC111136982"	"GO:0004601;GO:0005509;GO:0006804;GO:0006979;GO:0016174;GO:0020037;GO:0050665;GO:0055114"
"LOC111136985"	"unknown"
"LOC111136986"	"unknown"
"LOC111136987"	"GO:0003677;GO:0003899;GO:0005730;GO:0006144;GO:0006206;GO:0006351;GO:0032549"
"LOC111136988"	"GO:0000502;GO:0030234;GO:0042176"
"LOC111136989"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111136991"	"GO:0003677;GO:0003899;GO:0005730;GO:0006144;GO:0006206;GO:0006351;GO:0032549"
"LOC111136967"	"GO:0006812;GO:0006885;GO:0015299;GO:0016021;GO:0055085"
"LOC111136992"	"GO:0005576;GO:0006030;GO:0008061"
"LOC111136994"	"GO:0008270"
"LOC111136995"	"GO:0008270"
"LOC111136993"	"GO:0005789;GO:0015031;GO:0016021"
"LOC111136996"	"GO:0008270"
"LOC111136997"	"GO:0008270"
"LOC111136998"	"GO:0008270"
"LOC111136999"	"GO:0004930;GO:0007186;GO:0016021"
