"cyan.gene_id","cyan.cpg_count","cyan.protein_id","cyan.chr","cyan.method","cyan.feature","cyan.start","cyan.end","cyan.score","cyan.strand","cyan.phase","cyan.CDS_ID","cyan.Parent","cyan.Description","cyan.GO.SLIM","cyan.Enzyme.Codes","cyan.Enzyme.Names","cyan.InterproScan.GO.ID"
"LOC111119201",NA,"XP_022314834.1","NC_035781.1","Gnomon","CDS","9163734","9164747",".","-","0","cds7048","rna7753","cholesterol 25-hydroxylase-like","P:GO:0006629; P:GO:0009058; F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0008610;GO:0016491;GO:0055114"
"LOC111118053",NA,"XP_022313048.1","NC_035781.1","Gnomon","CDS","9217712","9219448",".","+","0","cds7058","rna7763","uncharacterized protein LOC111118053","","","",""
"LOC111121421",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111118839",NA,"XP_022314195.1","NC_035781.1","Gnomon","CDS","9620389","9622281",".","+","0","cds7107","rna7813","uncharacterized protein LOC111118839","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111121650",NA,"XP_022318714.1","NC_035781.1","Gnomon","CDS","9715495","9715636",".","-","0","cds7119","rna7825","uncharacterized protein LOC111121650","C:GO:0005739; C:GO:0005840; P:GO:0006412","","","GO:0005761;GO:0032543"
"LOC111120921",147,"XP_022317674.1","NC_035781.1","Gnomon","CDS","9998486","9998641",".","-","0","cds7156","rna7866","tuberin-like isoform X1","C:GO:0005634; C:GO:0005829; P:GO:0007165; F:GO:0030234; C:GO:0032991","","","GO:0005096;GO:0005634;GO:0032007;GO:0033596;GO:0043547;GO:0051056"
"LOC111119893",NA,"XP_022316169.1","NC_035781.1","Gnomon","CDS","10533780","10533814",".","-","0","cds7232","rna7942","transcription factor kayak-like isoform X1","F:GO:0003677; F:GO:0003700; C:GO:0005622; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003677;GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111119863",NA,"XP_022316115.1","NC_035781.1","Gnomon","CDS","10643932","10644058",".","-","0","cds7246","rna7956","uncharacterized protein LOC111119863 isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111122396",14,"XP_022319878.1","NC_035781.1","Gnomon","CDS","10871594","10871655",".","+","2","cds7288","rna7998","uncharacterized protein LOC111122396","","","",""
"LOC111119081",NA,"XP_022314610.1","NC_035780.1","Gnomon","CDS","8122878","8123034",".","+","0","cds709","rna762","uncharacterized protein LOC111119081","P:GO:0006629; P:GO:0009058; F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0008610;GO:0016491;GO:0055114"
"LOC111120063",21,"XP_022316420.1","NC_035781.1","Gnomon","CDS","11100481","11100620",".","-","0","cds7310","rna8020","thioredoxin domain-containing protein 11-like","P:GO:0042592","","","GO:0045454"
"LOC111102556",10,"XP_022291060.1","NC_035780.1","Gnomon","CDS","8157265","8157370",".","-","0","cds710","rna770","uncharacterized protein LOC111102556","","","",""
"LOC111119830",64,"XP_022316055.1","NC_035781.1","Gnomon","CDS","11778093","11778393",".","-","0","cds7389","rna8103","ATP-binding cassette sub-family A member 3-like","GO:0005575;GO:0016887;GO:0022857;GO:0043167","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase","GO:0005524;GO:0016021;GO:0042626;GO:0055085"
"LOC111122077",6,"XP_022319340.1","NC_035781.1","Gnomon","CDS","11779740","11779956",".","+","0","cds7390","rna8104","SPRY domain-containing SOCS box protein 3-like","F:GO:0003674","","","GO:0005515"
"LOC111120615",18,"XP_022317170.1","NC_035781.1","Gnomon","CDS","11968015","11968077",".","+","0","cds7445","rna8159","nuclear receptor-binding protein-like isoform X1","GO:0006464;GO:0006520;GO:0016301;GO:0043167","EC:2.7.11","Transferring phosphorus-containing groups","GO:0004674;GO:0005524;GO:0006468;GO:0009069"
"LOC111119907",NA,"XP_022316190.1","NC_035781.1","Gnomon","CDS","12138172","12138402",".","+","0","cds7461","rna8175","serine/threonine-protein kinase PLK1-like","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005515;GO:0005524;GO:0006468"
"LOC111115104",NA,"XP_022309414.1","NC_035780.1","Gnomon","CDS","8291503","8292257",".","-","0","cds727","rna787","transmembrane and ubiquitin-like domain-containing protein 1","F:GO:0003674; P:GO:0006950; P:GO:0009056","","","GO:0005515;GO:0030433"
"LOC111120492",54,"XP_022316941.1","NC_035781.1","Gnomon","CDS","13001330","13002194",".","+","0","cds7548","rna8271","LOW QUALITY PROTEIN: testis-expressed protein 2-like","F:GO:0008289","","","GO:0008289"
"LOC111120783",7,"XP_022317459.1","NC_035781.1","Gnomon","CDS","13174305","13174970",".","+","0","cds7561","rna8287","charged multivesicular body protein 5-like","P:GO:0007034","","","GO:0007034"
"LOC111119090",47,"XP_022314619.1","NC_035781.1","Gnomon","CDS","13185047","13185055",".","-","0","cds7562","rna8288","ubiquitin-conjugating enzyme E2 S-like","","","",""
"LOC111121144",8,"XP_022317997.1","NC_035781.1","Gnomon","CDS","13360985","13361215",".","-","0","cds7579","rna8306","LOW QUALITY PROTEIN: polycystic kidney disease protein 1-like 2","C:GO:0005575; F:GO:0043167","","","GO:0005509;GO:0005515;GO:0016020"
"LOC111120644",30,"XP_022317219.1","NC_035781.1","Gnomon","CDS","14171194","14171368",".","+","0","cds7651","rna8384","eukaryotic peptide chain release factor GTP-binding subunit ERF3A-like","GO:0003924;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003924;GO:0005525"
"LOC111120530",17,"XP_022317029.1","NC_035781.1","Gnomon","CDS","14204411","14204489",".","+","0","cds7653","rna8386","very low-density lipoprotein receptor-like isoform X1","F:GO:0043167","","","GO:0005509;GO:0005515"
"LOC111135084",39,"XP_022340515.1","NC_035780.1","Gnomon","CDS","8520593","8520741",".","-","2","cds744","rna806","programmed cell death 6-interacting protein-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111121472",81,"XP_022318479.1","NC_035781.1","Gnomon","CDS","14949989","14950042",".","+","1","cds7718","rna8451","LOW QUALITY PROTEIN: uncharacterized protein LOC111121472","F:GO:0003674","","","GO:0003676"
"LOC111120035",6,"XP_022316385.1","NC_035781.1","Gnomon","CDS","15214107","15216939",".","+","0","cds7762","rna8498","uncharacterized protein LOC111120035","F:GO:0043167","","","GO:0008270"
"LOC111118710",19,"XP_022314002.1","NC_035781.1","Gnomon","CDS","15245103","15245174",".","-","0","cds7764","rna8500","vasculin-like protein 1","F:GO:0003700; C:GO:0005634; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0045893"
"LOC111121157",13,"XP_022318011.1","NC_035781.1","Gnomon","CDS","15275665","15275928",".","-","0","cds7767","rna8503","dimethyladenosine transferase 1%2C mitochondrial-like","F:GO:0008168; P:GO:0034641; P:GO:0042254","","","GO:0000154;GO:0000179"
"LOC111119403",2,"XP_022315247.1","NC_035781.1","Gnomon","CDS","15360291","15360440",".","+","0","cds7789","rna8525","transmembrane protein 59-like","","","",""
"LOC111122059",10,"XP_022319303.1","NC_035781.1","Gnomon","CDS","15633856","15633938",".","+","0","cds7826","rna8563","probable peroxisomal membrane protein PEX13","F:GO:0003674; C:GO:0005777; P:GO:0006605; P:GO:0055085","","","GO:0005515;GO:0005777;GO:0016021;GO:0016560"
"LOC111109472",21,"XP_022301346.1","NC_035780.1","Gnomon","CDS","8683820","8683954",".","-","0","cds773","rna836","proteasome inhibitor PI31 subunit-like","","","",""
"LOC111121469",NA,"XP_022318472.1","NC_035781.1","Gnomon","CDS","15997820","15997949",".","+","0","cds7885","rna8623","trimeric intracellular cation channel type 1B.1-like","C:GO:0005575; F:GO:0022857","","","GO:0005261;GO:0015672;GO:0016020"
"LOC111116497",NA,"XP_022311203.1","NC_035780.1","Gnomon","CDS","854441","854599",".","-","0","cds96","rna98","uncharacterized protein LOC111116497","","","",""
"LOC111119134",33,"XP_022314697.1","NC_035781.1","Gnomon","CDS","16668237","16668443",".","-","0","cds7966","rna8712","LOW QUALITY PROTEIN: uncharacterized protein LOC111119134","","","",""
"LOC111119457",49,"XP_022315354.1","NC_035781.1","Gnomon","CDS","16709318","16709326",".","-","0","cds7969","rna8717","LOW QUALITY PROTEIN: Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1-like","P:GO:0007165; F:GO:0019899","","","GO:0005086;GO:0032012;GO:0043087"
"LOC111120757",43,"XP_022317408.1","NC_035781.1","Gnomon","CDS","16791411","16791429",".","+","0","cds7976","rna8724","LOW QUALITY PROTEIN: protein lin-54 homolog","","","",""
"LOC111120919",NA,"XP_022317671.1","NC_035781.1","Gnomon","CDS","17176920","17177286",".","+","0","cds8018","rna8768","uncharacterized protein LOC111120919","C:GO:0005575","","","GO:0016021"
"LOC111117968",NA,"XP_022312928.1","NC_035781.1","Gnomon","CDS","17629166","17629244",".","+","0","cds8056","rna8809","neuronal acetylcholine receptor subunit alpha-5-like isoform X1","C:GO:0005886; P:GO:0007165; F:GO:0022857","","","GO:0004888;GO:0007165;GO:0016021;GO:0022848;GO:0034220;GO:0045211"
"LOC111132290",NA,"XP_022335795.1","NC_035780.1","Gnomon","CDS","8819298","8819377",".","+","0","cds809","rna873","protein phosphatase inhibitor 2-like","P:GO:0006464; P:GO:0007165; F:GO:0030234","","","GO:0004864;GO:0009966;GO:0043666"
"LOC111138481",20,"XP_022346180.1","NC_035780.1","Gnomon","CDS","8830104","8832152",".","-","0","cds810","rna874","SET and MYND domain-containing protein 4-like","F:GO:0003674","","","GO:0005515"
"LOC111138488",10,"XP_022346193.1","NC_035780.1","Gnomon","CDS","8834037","8834186",".","+","0","cds811","rna875","hsp70-binding protein 1-like","","","",""
"LOC111114939",NA,"XP_022309205.1","NC_035780.1","Gnomon","CDS","8954171","8954174",".","+","0","cds836","rna901","myeloid differentiation primary response protein MyD88-like","F:GO:0003674; P:GO:0007165","","","GO:0005515;GO:0007165"
"LOC111119413",12,"XP_022315261.1","NC_035781.1","Gnomon","CDS","20343585","20343737",".","-","2","cds8345","rna9117","uncharacterized protein LOC111119413","","","",""
"LOC111119410",92,"XP_022315258.1","NC_035781.1","Gnomon","CDS","20358190","20358298",".","-","0","cds8346","rna9118","LOW QUALITY PROTEIN: zinc finger MIZ domain-containing protein 1-like","F:GO:0043167","","","GO:0008270"
"LOC111119409",37,"XP_022315257.1","NC_035781.1","Gnomon","CDS","20426829","20426958",".","+","0","cds8348","rna9120","LOW QUALITY PROTEIN: cyclin-G-associated kinase-like","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111120092",33,"XP_022316472.1","NC_035781.1","Gnomon","CDS","23168928","23169782",".","+","2","cds8522","rna9304","LOW QUALITY PROTEIN: double-strand break repair protein MRE11-like","F:GO:0004518; C:GO:0005634; P:GO:0006259; P:GO:0006950; C:GO:0032991; F:GO:0043167","","","GO:0004519;GO:0006302;GO:0008408;GO:0030145;GO:0030870"
"LOC111118166",NA,"XP_022313201.1","NC_035781.1","Gnomon","CDS","23346150","23346422",".","+","0","cds8549","rna9332","heat shock protein Hsp-16.2-like","","","",""
"LOC111118551",NA,"XP_022313779.1","NC_035781.1","Gnomon","CDS","23374340","23376079",".","+","0","cds8551","rna9334","uncharacterized protein LOC111118551","F:GO:0043167","","","GO:0008270"
"LOC111119024",5,"XP_022314528.1","NC_035781.1","Gnomon","CDS","23811808","23811919",".","-","0","cds8625","rna9411","cell cycle checkpoint protein RAD17-like","C:GO:0005634; P:GO:0006259; P:GO:0006950","","","GO:0005634;GO:0006281"
"LOC111118302",202,"XP_022313393.1","NC_035781.1","Gnomon","CDS","24118977","24119069",".","+","0","cds8677","rna9471","LOW QUALITY PROTEIN: uncharacterized protein LOC111118302","F:GO:0003674; P:GO:0007010","","","GO:0005515;GO:0007015"
"LOC111120924",NA,"XP_022317683.1","NC_035781.1","Gnomon","CDS","24274278","24274775",".","+","0","cds8687","rna9482","uncharacterized protein LOC111120924 isoform X1","","","",""
"LOC111120188",32,"XP_022316625.1","NC_035781.1","Gnomon","CDS","24424129","24424149",".","-","2","cds8700","rna9498","LOW QUALITY PROTEIN: uncharacterized protein LOC111120188","","","",""
"LOC111118395",NA,"XP_022313551.1","NC_035781.1","Gnomon","CDS","24522621","24522727",".","-","1","cds8711","rna9510","uncharacterized protein LOC111118395","","","",""
"LOC111118558",59,"XP_022313787.1","NC_035781.1","Gnomon","CDS","26013548","26013910",".","-","0","cds8850","rna9655","calcium-activated potassium channel subunit alpha-1-like isoform X1","C:GO:0005886; F:GO:0022857; C:GO:0032991","","","GO:0005249;GO:0006813;GO:0008076;GO:0055085;GO:0060072"
"LOC111120791",NA,"XP_022317468.1","NC_035781.1","Gnomon","CDS","26476243","26476620",".","+","0","cds8892","rna9699","hippocalcin-like protein 4","F:GO:0043167","","","GO:0005509"
"LOC111120036",23,"XP_022316386.1","NC_035781.1","Gnomon","CDS","26714664","26715179",".","+","0","cds8907","rna9716","guanine nucleotide-binding protein subunit alpha-12-like","GO:0003924;GO:0007165","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0001664;GO:0003924;GO:0007186;GO:0007266;GO:0019001;GO:0031683"
"LOC111119523",NA,"XP_022315443.1","NC_035781.1","Gnomon","CDS","27175982","27177034",".","+","0","cds8956","rna9772","neuromedin-U receptor 2-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111121138",4,"XP_022317985.1","NC_035781.1","Gnomon","CDS","27424824","27424875",".","-","0","cds8976","rna9793","myosin-G heavy chain-like isoform X1","","","",""
"LOC111118019",3,"XP_022312991.1","NC_035781.1","Gnomon","CDS","27505303","27505397",".","+","0","cds8985","rna9802","inactive rhomboid protein 1-like","GO:0005575;GO:0008233","EC:3.4.21","Acting on peptide bonds (peptidases)","GO:0004252;GO:0006508;GO:0016021"
"LOC111120985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111119676",NA,"XP_022315795.1","NC_035781.1","Gnomon","CDS","28227096","28228148",".","+","0","cds9060","rna9884","neuromedin-U receptor 2-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111118620",NA,"XP_022313883.1","NC_035781.1","Gnomon","CDS","28406100","28406157",".","-","0","cds9071","rna9895","uncharacterized protein LOC111118620","","","",""
"LOC111120793",6,"XP_022317471.1","NC_035781.1","Gnomon","CDS","28450182","28450233",".","-","0","cds9075","rna9899","myosin-G heavy chain-like isoform X1","","","",""
"LOC111120737",33,"XP_022317380.1","NC_035781.1","Gnomon","CDS","29124684","29124744",".","+","0","cds9148","rna9976","receptor-type tyrosine-protein phosphatase kappa-like","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570"
"LOC111118964",107,"XP_022314403.1","NC_035781.1","Gnomon","CDS","29558918","29559084",".","-","2","cds9195","rna10031","zinc finger FYVE domain-containing protein 16-like isoform X1","F:GO:0043167","","","GO:0046872"
"LOC111118746",54,"XP_022314064.1","NC_035781.1","Gnomon","CDS","29599823","29601176",".","-","0","cds9203","rna10039","uncharacterized protein LOC111118746","","","",""
"LOC111118745",70,"XP_022314063.1","NC_035781.1","Gnomon","CDS","29601912","29602025",".","+","0","cds9204","rna10040","transportin-1-like","P:GO:0006913; F:GO:0019899","","","GO:0006606;GO:0008536"
"LOC111122417",7,"XP_022319915.1","NC_035781.1","Gnomon","CDS","29825219","29825416",".","+","0","cds9225","rna10062","PITH domain-containing protein GA19395-like","","","",""
"LOC111122369",7,"XP_022319836.1","NC_035781.1","Gnomon","CDS","30584036","30584090",".","-","0","cds9317","rna10157","LOW QUALITY PROTEIN: tartrate-resistant acid phosphatase type 5-like","GO:0016791;GO:0034641;GO:0044281","EC:3.1.3.2","Acid phosphatase","GO:0003993;GO:0006771;GO:0019497"
"LOC111118095",128,"XP_022313109.1","NC_035781.1","Gnomon","CDS","30621897","30621932",".","+","2","cds9320","rna10160","LOW QUALITY PROTEIN: uncharacterized protein LOC111118095","","","",""
"LOC111117669",7,"XP_022312543.1","NC_035781.1","Gnomon","CDS","30794095","30794207",".","-","0","cds9341","rna10183","beta-lactamase domain-containing protein 2-like","","","",""
"LOC111119152",19,"XP_022314731.1","NC_035781.1","Gnomon","CDS","30941249","30941404",".","-","0","cds9367","rna10209","NADPH:adrenodoxin oxidoreductase%2C mitochondrial-like","F:GO:0016491","","","GO:0016491;GO:0055114"
"LOC111121307",NA,"XP_022318229.1","NC_035781.1","Gnomon","CDS","31073057","31073503",".","+","0","cds9388","rna10231","FMRFamide receptor-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111118935",5,"XP_022314362.1","NC_035781.1","Gnomon","CDS","31678099","31678132",".","+","0","cds9450","rna10298","transmembrane protein 68-like isoform X1","F:GO:0016746","","","GO:0016746"
"LOC111118938",NA,"XP_022314367.1","NC_035781.1","Gnomon","CDS","31710798","31710882",".","-","0","cds9456","rna10307","uncharacterized protein LOC111118938 isoform X1","","","",""
"LOC111121923",NA,"XP_022319127.1","NC_035781.1","Gnomon","CDS","33061092","33061320",".","-","0","cds9544","rna10409","uncharacterized protein LOC111121923","F:GO:0016491","","","GO:0016491;GO:0055114"
"LOC111121922",5,"XP_022319124.1","NC_035781.1","Gnomon","CDS","33061879","33061919",".","+","0","cds9545","rna10410","actin-binding protein IPP-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111119332",8,"XP_022315108.1","NC_035781.1","Gnomon","CDS","33201508","33201864",".","-","0","cds9565","rna10431","cytochrome c oxidase assembly protein ctaG-like","F:GO:0043167","","","GO:0005507"
"LOC111119059",4,"XP_022314578.1","NC_035781.1","Gnomon","CDS","33317566","33317630",".","-","0","cds9580","rna10446","60S ribosomal protein L34-like","F:GO:0003735; C:GO:0005840; P:GO:0006412; P:GO:0042254","","","GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111119429",NA,"XP_022315325.1","NC_035781.1","Gnomon","CDS","34042711","34042789",".","+","0","cds9687","rna10556","phospholipase B-like 1","","","",""
"LOC111122131",NA,"XP_022319426.1","NC_035780.1","Gnomon","CDS","10517546","10517610",".","+","0","cds992","rna1076","probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1%2C3-glucosyltransferase isoform X1","C:GO:0005737; C:GO:0005783; P:GO:0006629; P:GO:0009058; F:GO:0016757","","","GO:0005789;GO:0006490;GO:0042283"
"LOC111118209",NA,"XP_022313254.1","NC_035781.1","Gnomon","CDS","35418174","35418237",".","+","0","cds9834","rna10713","low-density lipoprotein receptor-like","F:GO:0003674","","","GO:0005515"
"LOC111119053",21,"XP_022314571.1","NC_035781.1","Gnomon","CDS","35547729","35547819",".","+","2","cds9843","rna10722","metalloprotease TIKI1-like","","","",""
"LOC111121550",NA,"XP_022318581.1","NC_035781.1","Gnomon","CDS","36241021","36241193",".","+","1","cds9911","rna10798","uncharacterized protein LOC111121550","","","",""
"LOC111122096",NA,"XP_022319363.1","NC_035781.1","Gnomon","CDS","36431845","36433700",".","+","0","cds9926","rna10815","uncharacterized protein LOC111122096","","","",""
"LOC111120129",NA,"XP_022316551.1","NC_035781.1","Gnomon","CDS","36452167","36452457",".","+","0","cds9927","rna10818","LOW QUALITY PROTEIN: nucleolar protein 4-like","","","",""
"LOC111120131",NA,"XP_022316552.1","NC_035781.1","Gnomon","CDS","36488408","36488726",".","+","0","cds9928","rna10819","GRB2-associated and regulator of MAPK protein-like","","","",""
"LOC111118570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111121139",16,"XP_022317988.1","NC_035781.1","Gnomon","CDS","38445493","38445653",".","-","0","cds10045","rna10959","guanine nucleotide-binding protein G(o) subunit alpha-like","GO:0003924;GO:0007165","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003924;GO:0007186;GO:0019001;GO:0031683"
"LOC111121180",9,"XP_022318046.1","NC_035781.1","Gnomon","CDS","39779107","39779963",".","-","0","cds10232","rna11161","protein zyg-11 homolog B-like","","","",""
"LOC111120295",NA,"XP_022316730.1","NC_035781.1","Gnomon","CDS","40487230","40487458",".","+","0","cds10283","rna11219","uncharacterized protein LOC111120295","","","",""
"LOC111137483",6,"XP_022344660.1","NC_035780.1","Gnomon","CDS","10952239","10952244",".","-","0","cds1057","rna1146","T-complex protein 1 subunit epsilon-like isoform X1","P:GO:0006457; F:GO:0043167; F:GO:0051082","","","GO:0005524;GO:0006457;GO:0051082"
"LOC111119738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111120022",53,"XP_022316358.1","NC_035781.1","Gnomon","CDS","41063230","41063325",".","+","0","cds10321","rna11261","AP-3 complex subunit delta-1-like","C:GO:0005737; P:GO:0016192; C:GO:0032991","","","GO:0006886;GO:0016192;GO:0030123"
"LOC111120607",NA,"XP_022317159.1","NC_035781.1","Gnomon","CDS","41254847","41254913",".","-","0","cds10345","rna11288","carbonic anhydrase-like","GO:0016829;GO:0043167;GO:0044281","EC:4.2.1.1","Carbonic anhydrase","GO:0004089;GO:0006730;GO:0006807;GO:0008270"
"LOC111122350",168,"XP_022319794.1","NC_035781.1","Gnomon","CDS","41444439","41444505",".","+","0","cds10370","rna11315","laminin subunit alpha-2-like isoform X1","","","",""
"LOC111120134",131,"XP_022316559.1","NC_035781.1","Gnomon","CDS","41598897","41598972",".","-","1","cds10396","rna11343","coiled-coil and C2 domain-containing protein 2A-like isoform X1","","","",""
"LOC111118258",19,"XP_022313336.1","NC_035781.1","Gnomon","CDS","41714822","41714877",".","-","0","cds10405","rna11352","nuclear inhibitor of protein phosphatase 1-like","F:GO:0003674","","","GO:0005515"
"LOC111120302",37,"XP_022316739.1","NC_035781.1","Gnomon","CDS","41806877","41806895",".","+","0","cds10414","rna11361","LOW QUALITY PROTEIN: unhealthy ribosome biogenesis protein 2 homolog","","","",""
"LOC111120141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111118431",NA,"XP_022313617.1","NC_035781.1","Gnomon","CDS","42595874","42595920",".","+","0","cds10490","rna11445","growth arrest and DNA damage-inducible protein GADD45 alpha-like","C:GO:0005634; P:GO:0007049","","","GO:0005634;GO:0051726"
"LOC111118444",NA,"XP_022313641.1","NC_035781.1","Gnomon","CDS","42606543","42606589",".","+","0","cds10491","rna11446","growth arrest and DNA damage-inducible protein GADD45 beta-like","C:GO:0005634; P:GO:0007049","","","GO:0005634;GO:0051726"
"LOC111120312",2,"XP_022316748.1","NC_035781.1","Gnomon","CDS","42681899","42681954",".","+","0","cds10498","rna11453","tRNA-splicing endonuclease subunit Sen54-like","","","",""
"LOC111120868",NA,"XP_022317584.1","NC_035781.1","Gnomon","CDS","42865253","42865385",".","+","0","cds10516","rna11473","protein NATD1-like","","","",""
"LOC111120321",80,"XP_022316753.1","NC_035781.1","Gnomon","CDS","43057706","43057843",".","-","0","cds10526","rna11483","LOW QUALITY PROTEIN: centrosomal protein of 131 kDa-like","P:GO:0022607; P:GO:0030705","","","GO:0035735"
"LOC111122313",36,"XP_022319699.1","NC_035781.1","Gnomon","CDS","43060889","43060913",".","+","0","cds10527","rna11484","CCR4-NOT transcription complex subunit 3-like isoform X1","C:GO:0005634; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0005634;GO:0006355;GO:0030015"
"LOC111122172",79,"XP_022319491.1","NC_035781.1","Gnomon","CDS","43378468","43378684",".","+","2","cds10552","rna11509","disks large homolog 5-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111118731",39,"XP_022314037.1","NC_035781.1","Gnomon","CDS","43574203","43574293",".","-","0","cds10571","rna11534","protein transport protein Sec24A-like isoform X1","P:GO:0016192; C:GO:0031410; C:GO:0032991; F:GO:0043167","","","GO:0006886;GO:0006888;GO:0008270;GO:0030127"
"LOC111121480",NA,"XP_022318488.1","NC_035781.1","Gnomon","CDS","43764438","43764604",".","-","0","cds10579","rna11543","ribosome biogenesis protein BMS1 homolog","C:GO:0005634; P:GO:0042254; F:GO:0043167","","","GO:0005525;GO:0005634;GO:0042254"
"LOC111120711",NA,"XP_022317344.1","NC_035781.1","Gnomon","CDS","43768085","43768286",".","+","0","cds10580","rna11544","uncharacterized protein LOC111120711","","","",""
"LOC111118684",1,"XP_022313961.1","NC_035781.1","Gnomon","CDS","44019762","44019885",".","+","0","cds10620","rna11588","phosphatase and actin regulator 4B-like isoform X1","","","",""
"LOC111119599",7,"XP_022315636.1","NC_035781.1","Gnomon","CDS","44218421","44218432",".","+","0","cds10636","rna11605","transcription factor MafK-like","F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003677;GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355"
"LOC111121217",11,"XP_022318089.1","NC_035781.1","Gnomon","CDS","44427822","44427988",".","-","0","cds10646","rna11615","ribosome biogenesis protein BMS1 homolog","C:GO:0005634; P:GO:0042254; F:GO:0043167","","","GO:0005525;GO:0005634;GO:0042254"
"LOC111117953",35,"XP_022312909.1","NC_035781.1","Gnomon","CDS","44664795","44664848",".","-","0","cds10679","rna11656","syntenin-1-like","F:GO:0003674; P:GO:0007010; P:GO:0007165; P:GO:0007267","","","GO:0005515;GO:0007268;GO:0030036;GO:0035556"
"LOC111119628",NA,"XP_022315700.1","NC_035781.1","Gnomon","CDS","44859710","44860150",".","+","0","cds10700","rna11677","transcription factor MafK-like","F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003677;GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355"
"LOC111121119",22,"XP_022317956.1","NC_035781.1","Gnomon","CDS","45321983","45322136",".","-","0","cds10737","rna11715","LOW QUALITY PROTEIN: 85/88 kDa calcium-independent phospholipase A2-like","F:GO:0003674; P:GO:0006629","","","GO:0005515;GO:0006629"
"LOC111117852",14,"XP_022312790.1","NC_035781.1","Gnomon","CDS","46092184","46092359",".","-","0","cds10774","rna11758","HAUS augmin-like complex subunit 3","C:GO:0005856; P:GO:0007010; P:GO:0007049; P:GO:0022607; C:GO:0032991","","","GO:0051225;GO:0070652"
"LOC111117975",6,"XP_022312938.1","NC_035781.1","Gnomon","CDS","46712128","46712261",".","+","0","cds10846","rna11836","LOW QUALITY PROTEIN: uncharacterized protein LOC111117975","F:GO:0043167","","","GO:0005524"
"LOC111121658",8,"XP_022318729.1","NC_035781.1","Gnomon","CDS","47147327","47147494",".","-","0","cds10882","rna11875","long-chain-fatty-acid--CoA ligase 5-like","F:GO:0003674","","","GO:0003824"
"LOC111118737",3,"XP_022314045.1","NC_035781.1","Gnomon","CDS","47187002","47187015",".","-","0","cds10894","rna11887","uncharacterized protein LOC111118737 isoform X1","","","",""
"LOC111119490",14,"XP_022315399.1","NC_035781.1","Gnomon","CDS","47243830","47244546",".","-","0","cds10899","rna11892","dual 3'%2C5'-cyclic-AMP and -GMP phosphodiesterase 11-like isoform X1","GO:0003674;GO:0007165;GO:0034641;GO:0044281","EC:3.1.4.17","3',5'-cyclic-nucleotide phosphodiesterase","GO:0004114;GO:0005515;GO:0006144;GO:0007165"
