"turquoise.gene_id","turquoise.cpg_count","turquoise.protein_id","turquoise.chr","turquoise.method","turquoise.feature","turquoise.start","turquoise.end","turquoise.score","turquoise.strand","turquoise.phase","turquoise.CDS_ID","turquoise.Parent","turquoise.Description","turquoise.GO.SLIM","turquoise.Enzyme.Codes","turquoise.Enzyme.Names","turquoise.InterproScan.GO.ID"
"LOC111117711",70,"XP_022312593.1","NC_035781.1","Gnomon","CDS","9843007","9843114",".","-","0","cds7131","rna7840","uncharacterized protein LOC111117711 isoform X1","","","",""
"LOC111117866",16,"XP_022312812.1","NC_035781.1","Gnomon","CDS","9909509","9909570",".","-","0","cds7138","rna7848","R3H domain-containing protein 4-like","F:GO:0003674","","","GO:0003676"
"LOC111103224",NA,"XP_022292017.1","NC_035780.1","Gnomon","CDS","792010","792139",".","-","2","cds88","rna90","uncharacterized protein LOC111103224","","","",""
"LOC111120081",69,"XP_022316452.1","NC_035781.1","Gnomon","CDS","9915321","9915504",".","-","0","cds7139","rna7849","tolloid-like protein 1 isoform X1","GO:0008233;GO:0043167","EC:3.4.24","Acting on peptide bonds (peptidases)","GO:0004222;GO:0005509;GO:0006508;GO:0008270"
"LOC111121542",NA,"XP_022318570.1","NC_035781.1","Gnomon","CDS","10059916","10060052",".","-","0","cds7159","rna7869","phospholipid phosphatase-related protein type 5-like","","","",""
"LOC111121004",NA,"XP_022317794.1","NC_035781.1","Gnomon","CDS","10162308","10162454",".","-","2","cds7188","rna7898","uncharacterized protein LOC111121004","","","",""
"LOC111119867",NA,"XP_022316133.1","NC_035781.1","Gnomon","CDS","10360492","10360712",".","-","2","cds7199","rna7909","protein TBATA-like isoform X1","","","",""
"LOC111119880",9,"XP_022316153.1","NC_035781.1","Gnomon","CDS","10387523","10387674",".","-","0","cds7205","rna7915","metallophosphoesterase 1 homolog","F:GO:0003674; P:GO:0006464; P:GO:0006629; P:GO:0009058","","","GO:0006506;GO:0016787"
"LOC111119886",NA,"XP_022316162.1","NC_035781.1","Gnomon","CDS","10495826","10495915",".","+","0","cds7224","rna7934","phenazine biosynthesis-like domain-containing protein","F:GO:0003674; P:GO:0009058","","","GO:0003824;GO:0009058"
"LOC111119881",12,"XP_022316155.1","NC_035781.1","Gnomon","CDS","10541351","10541655",".","-","1","cds7235","rna7945","probable palmitoyltransferase ZDHHC4","","","",""
"LOC111119870",NA,"XP_022316140.1","NC_035781.1","Gnomon","CDS","10696387","10696585",".","+","2","cds7251","rna7961","acid sphingomyelinase-like phosphodiesterase 3b","F:GO:0003674","","","GO:0016787"
"LOC111119861",NA,"XP_022316113.1","NC_035781.1","Gnomon","CDS","10726257","10726319",".","-","2","cds7253","rna7963","uncharacterized protein LOC111119861","F:GO:0043167","","","GO:0003676;GO:0008270"
"LOC111119872",NA,"XP_022316143.1","NC_035781.1","Gnomon","CDS","10752168","10753022",".","-","0","cds7259","rna7969","synaptotagmin-17-like","C:GO:0005575; P:GO:0016192","","","GO:0006887;GO:0016020"
"LOC111119879",NA,"XP_022316152.1","NC_035781.1","Gnomon","CDS","10774828","10775625",".","+","0","cds7261","rna7971","transmembrane protein 26-like","","","",""
"LOC111119898",NA,"XP_022316181.1","NC_035781.1","Gnomon","CDS","10789776","10789946",".","+","0","cds7266","rna7976","glyoxalase 3-like","","","",""
"LOC111119876",NA,"XP_022316149.1","NC_035781.1","Gnomon","CDS","10803827","10803950",".","-","0","cds7272","rna7982","NAD-dependent protein deacetylase Sirt6-like","F:GO:0043167","","","GO:0070403"
"LOC111118140",14,"XP_022313168.1","NC_035781.1","Gnomon","CDS","10869484","10870148",".","-","0","cds7287","rna7997","H/ACA ribonucleoprotein complex non-core subunit NAF1-like","F:GO:0003723; P:GO:0022618; C:GO:0032991; P:GO:0034641; P:GO:0042254","","","GO:0000493;GO:0001522;GO:0003723;GO:0005732;GO:0042254"
"LOC111119196",NA,"XP_022314817.1","NC_035781.1","Gnomon","CDS","10981754","10981833",".","+","0","cds7301","rna8011","E3 ubiquitin-protein ligase RNF181-like","","","",""
"LOC111118110",NA,"XP_022313131.1","NC_035781.1","Gnomon","CDS","11008256","11008421",".","+","0","cds7304","rna8014","high-affinity choline transporter 1-like","C:GO:0005575; F:GO:0022857","","","GO:0016020;GO:0022857;GO:0055085"
"LOC111122139",4,"XP_022319432.1","NC_035781.1","Gnomon","CDS","11182509","11182598",".","+","0","cds7318","rna8029","E3 ubiquitin-protein ligase CHIP-like","F:GO:0003674; P:GO:0006464","","","GO:0004842;GO:0005515;GO:0016567"
"LOC111120064",27,"XP_022316421.1","NC_035781.1","Gnomon","CDS","11205998","11206219",".","-","0","cds7319","rna8030","coiled-coil domain-containing protein 6-like","","","",""
"LOC111121306",5,"XP_022318228.1","NC_035781.1","Gnomon","CDS","11240991","11241101",".","-","0","cds7321","rna8032","hypoxia-inducible factor 1-alpha inhibitor-like","","","",""
"LOC111131060",NA,"XP_022334107.1","NC_035780.1","Gnomon","CDS","798030","798143",".","-","2","cds90","rna92","hercynylcysteine sulfoxide lyase-like isoform X1","F:GO:0003674","","","GO:0003824"
"LOC111122138",55,"XP_022319431.1","NC_035781.1","Gnomon","CDS","11301920","11302301",".","+","0","cds7333","rna8045","delphilin-like","F:GO:0003674","","","GO:0005515"
"LOC111118607",NA,"XP_022313865.1","NC_035781.1","Gnomon","CDS","11360062","11361990",".","+","0","cds7340","rna8052","tripartite motif-containing protein 45-like","F:GO:0043167","","","GO:0008270"
"LOC111121152",25,"XP_022318005.1","NC_035781.1","Gnomon","CDS","11476091","11476279",".","+","2","cds7352","rna8065","uncharacterized protein LOC111121152 isoform X1","","","",""
"LOC111118150",78,"XP_022313178.1","NC_035781.1","Gnomon","CDS","11544551","11544663",".","-","2","cds7362","rna8075","ATP-binding cassette sub-family A member 5-like isoform X1","GO:0005575;GO:0016887;GO:0022857;GO:0043167","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase","GO:0005524;GO:0016021;GO:0042626;GO:0055085"
"LOC111121235",1,"XP_022318115.1","NC_035781.1","Gnomon","CDS","11570884","11570891",".","-","2","cds7363","rna8076","cytoplasmic phosphatidylinositol transfer protein 1-like","F:GO:0003674; C:GO:0005622; P:GO:0006810","","","GO:0005548;GO:0005622;GO:0015914"
"LOC111117963",NA,"XP_022312920.1","NC_035781.1","Gnomon","CDS","11683642","11683834",".","-","0","cds7380","rna8094","monocarboxylate transporter 14-like","C:GO:0005575; P:GO:0055085","","","GO:0016021;GO:0055085"
"LOC111119594",29,"XP_022315615.1","NC_035781.1","Gnomon","CDS","11796372","11796534",".","-","0","cds7394","rna8108","microtubule-associated protein RP/EB family member 1-like isoform X1","C:GO:0005856; P:GO:0007010; F:GO:0008092; C:GO:0032991","","","GO:0045298;GO:0051010;GO:0070507"
"LOC111120860",12,"XP_022317572.1","NC_035781.1","Gnomon","CDS","11817736","11817908",".","+","0","cds7405","rna8119","DNA excision repair protein ERCC-8-like","F:GO:0003674","","","GO:0005515"
"LOC111119215",38,"XP_022314872.1","NC_035781.1","Gnomon","CDS","11999575","11999623",".","-","0","cds7452","rna8166","dual specificity protein phosphatase CDC14AB-like isoform X1","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570;GO:0008138"
"LOC111130926",32,"XP_022333924.1","NC_035780.1","Gnomon","CDS","8222876","8222947",".","+","0","cds725","rna785","WD repeat%2C SAM and U-box domain-containing protein 1-like","F:GO:0003674; P:GO:0006464","","","GO:0004842;GO:0005515;GO:0016567"
"LOC111119006",NA,"XP_022314469.1","NC_035781.1","Gnomon","CDS","12500036","12500187",".","+","2","cds7497","rna8213","uncharacterized protein LOC111119006","","","",""
"LOC111118876",NA,"XP_022314272.1","NC_035781.1","Gnomon","CDS","12514577","12514936",".","-","0","cds7500","rna8216","uncharacterized protein LOC111118876","F:GO:0003674","","","GO:0003676"
"LOC111118888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111131074",NA,"XP_022334127.1","NC_035780.1","Gnomon","CDS","809531","809661",".","-","0","cds93","rna95","hercynylcysteine sulfoxide lyase-like isoform X1","F:GO:0003674","","","GO:0003824"
"LOC111100011",NA,"XP_022287285.1","NC_035780.1","Gnomon","CDS","8303365","8303457",".","+","2","cds729","rna789","uncharacterized protein LOC111100011 isoform X1","P:GO:0008219","","","GO:0042981"
"LOC111118887",NA,"XP_022314289.1","NC_035781.1","Gnomon","CDS","12682982","12683073",".","-","0","cds7511","rna8231","intraflagellar transport protein 25 homolog","P:GO:0030705; C:GO:0032991","","","GO:0030992;GO:0042073"
"LOC111121384",NA,"XP_022318360.1","NC_035781.1","Gnomon","CDS","12708307","12708359",".","-","0","cds7518","rna8238","protein Asterix-like","","","",""
"LOC111118233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111120876",60,"XP_022317600.1","NC_035781.1","Gnomon","CDS","12997348","12997428",".","-","0","cds7547","rna8270","LOW QUALITY PROTEIN: serine/threonine-protein kinase/endoribonuclease IRE1-like","F:GO:0004518; P:GO:0006397; P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004540;GO:0004672;GO:0005515;GO:0005524;GO:0006397;GO:0006468;GO:0051252"
"LOC111119088",10,"XP_022314617.1","NC_035781.1","Gnomon","CDS","13205826","13205934",".","-","0","cds7565","rna8292","probable flavin-containing monoamine oxidase A isoform X1","F:GO:0016491","","","GO:0016491;GO:0055114"
"LOC111118452",6,"XP_022313653.1","NC_035781.1","Gnomon","CDS","13254424","13254620",".","+","2","cds7569","rna8296","WD repeat-containing protein 13-like","F:GO:0003674","","","GO:0005515"
"LOC111119063",NA,"XP_022314583.1","NC_035781.1","Gnomon","CDS","13502505","13503054",".","+","0","cds7588","rna8315","glutenin%2C high molecular weight subunit DX5-like","GO:0016491;GO:0043167","EC:1.15.1.1","Superoxide dismutase","GO:0004784;GO:0006801;GO:0046872;GO:0055114"
"LOC111120979",10,"XP_022317763.1","NC_035781.1","Gnomon","CDS","13537056","13537229",".","-","0","cds7592","rna8319","crossover junction endonuclease EME1-like isoform X1","F:GO:0003677; F:GO:0004518; C:GO:0005634; P:GO:0006259; P:GO:0006950; C:GO:0032991","","","GO:0003677;GO:0004518;GO:0005515;GO:0005634;GO:0006281;GO:0048476"
"LOC111118005",NA,"XP_022312980.1","NC_035781.1","Gnomon","CDS","13747288","13747416",".","-","0","cds7604","rna8331","major facilitator superfamily domain-containing protein 1-like","C:GO:0005575; P:GO:0055085","","","GO:0016021;GO:0055085"
"LOC111121919",NA,"XP_022319115.1","NC_035781.1","Gnomon","CDS","13924633","13924850",".","+","0","cds7620","rna8352","phospholipid phosphatase 3-like","","","",""
"LOC111119909",16,"XP_022316192.1","NC_035781.1","Gnomon","CDS","14004719","14004859",".","+","0","cds7627","rna8359","DNA-directed RNA polymerase III subunit RPC1-like","GO:0003677;GO:0005730;GO:0009058;GO:0016779;GO:0034641;GO:0044281","EC:2.7.7.6","DNA-directed RNA polymerase","GO:0003677;GO:0003899;GO:0005730;GO:0006144;GO:0006206;GO:0006351"
"LOC111119147",33,"XP_022314714.1","NC_035781.1","Gnomon","CDS","14106753","14106823",".","+","0","cds7644","rna8376","WD repeat domain phosphoinositide-interacting protein 2-like isoform X1","C:GO:0005737; P:GO:0006914; F:GO:0008289; P:GO:0022607; F:GO:0043167","","","GO:0000045;GO:0000407;GO:0005515;GO:0032266;GO:0080025"
"LOC111120532",NA,"XP_022317034.1","NC_035781.1","Gnomon","CDS","14218642","14218646",".","+","0","cds7656","rna8389","uncharacterized protein LOC111120532 isoform X1","","","",""
"LOC111120537",4,"XP_022317041.1","NC_035781.1","Gnomon","CDS","14254142","14254380",".","+","0","cds7662","rna8395","sodium-independent sulfate anion transporter-like isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0008271;GO:0008272;GO:0016021;GO:0055085"
"LOC111120527",57,"XP_022317027.1","NC_035781.1","Gnomon","CDS","14281754","14281864",".","+","2","cds7665","rna8398","zinc finger SWIM domain-containing protein 8-like","F:GO:0043167","","","GO:0008270"
"LOC111105859",NA,"XP_022296024.1","NC_035780.1","Gnomon","CDS","8508105","8508971",".","+","0","cds743","rna805","protein HEXIM-like","F:GO:0003723; C:GO:0005634; C:GO:0005737; P:GO:0006464; P:GO:0007049; P:GO:0009058; F:GO:0030234; P:GO:0034641","","","GO:0000122;GO:0004861;GO:0005634;GO:0005737;GO:0007050;GO:0017069;GO:0045859"
"LOC111120549",NA,"XP_022317056.1","NC_035781.1","Gnomon","CDS","14510706","14511716",".","-","0","cds7685","rna8418","G patch domain and ankyrin repeat-containing protein 1-like","F:GO:0003674","","","GO:0003676;GO:0005515"
"LOC111120541",14,"XP_022317047.1","NC_035781.1","Gnomon","CDS","14525761","14525899",".","-","1","cds7690","rna8423","methyltransferase-like protein 14 homolog","","","",""
"LOC111120544",NA,"XP_022317049.1","NC_035781.1","Gnomon","CDS","14550666","14551466",".","-","0","cds7691","rna8424","substance-K receptor-like","F:GO:0003674; C:GO:0005575; P:GO:0007165; P:GO:0007267","","","GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111119387",NA,"XP_022315207.1","NC_035781.1","Gnomon","CDS","14770329","14772044",".","-","0","cds7706","rna8439","E3 ubiquitin-protein ligase TRIM71-like","F:GO:0043167","","","GO:0008270"
"LOC111119915",NA,"XP_022316201.1","NC_035781.1","Gnomon","CDS","14791899","14791956",".","-","0","cds7709","rna8442","LOW QUALITY PROTEIN: cerebellar degeneration-related protein 2-like","","","",""
"LOC111121608",NA,"XP_022318669.1","NC_035781.1","Gnomon","CDS","14872062","14872142",".","+","0","cds7715","rna8448","LOW QUALITY PROTEIN: zinc finger protein Noc-like","F:GO:0003674","","","GO:0003676"
"LOC111121661",NA,"XP_022318734.1","NC_035781.1","Gnomon","CDS","14900430","14900510",".","+","0","cds7716","rna8449","LOW QUALITY PROTEIN: zinc finger protein 503-like","F:GO:0003674","","","GO:0003676"
"LOC111119812",72,"XP_022316022.1","NC_035781.1","Gnomon","CDS","14988937","14989005",".","+","0","cds7720","rna8455","LOW QUALITY PROTEIN: DNA-dependent protein kinase catalytic subunit-like","GO:0003677;GO:0005634;GO:0006259;GO:0006520;GO:0006950;GO:0016301;GO:0032991;GO:0043167","EC:2.7.11","Transferring phosphorus-containing groups","GO:0003677;GO:0004677;GO:0005515;GO:0005524;GO:0005958;GO:0006303;GO:0009069;GO:0016310"
"LOC111121686",NA,"XP_022318763.1","NC_035781.1","Gnomon","CDS","15204982","15205353",".","-","0","cds7760","rna8496","histone H2B","F:GO:0003677; C:GO:0005694; C:GO:0032991","","","GO:0000786;GO:0003677;GO:0046982"
"LOC111119621",NA,"XP_022315684.1","NC_035781.1","Gnomon","CDS","15308500","15309514",".","+","0","cds7772","rna8508","uncharacterized protein LOC111119621 isoform X1","","","",""
"LOC111120822",9,"XP_022317514.1","NC_035781.1","Gnomon","CDS","15424002","15424068",".","-","0","cds7792","rna8528","glucokinase regulatory protein-like","F:GO:0003674; P:GO:0008150","","","GO:0097367;GO:1901135"
"LOC111120637",4,"XP_022317206.1","NC_035781.1","Gnomon","CDS","15476264","15476398",".","-","0","cds7801","rna8538","RNA 3'-terminal phosphate cyclase-like","GO:0016874;GO:0034641","EC:6.5.1.4","RNA 3'-terminal-phosphate cyclase (ATP)","GO:0003963;GO:0006396"
"LOC111119087",1,"XP_022314616.1","NC_035781.1","Gnomon","CDS","15549641","15549646",".","-","0","cds7810","rna8547","uncharacterized protein LOC111119087","C:GO:0005654; P:GO:0008219; P:GO:0009058; C:GO:0032991; P:GO:0034641; F:GO:0043167","","","GO:0003712;GO:0005509;GO:0005667;GO:0006355;GO:0006357;GO:0007154;GO:0016020;GO:0016592;GO:0042981"
"LOC111119360",20,"XP_022315148.1","NC_035781.1","Gnomon","CDS","15630322","15630403",".","-","0","cds7819","rna8556","receptor-type tyrosine-protein phosphatase zeta-like isoform X1","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570"
"LOC111121375",1,"XP_022318347.1","NC_035781.1","Gnomon","CDS","15757218","15757371",".","-","1","cds7842","rna8579","inactive rhomboid protein 1-like","GO:0005575;GO:0008233","EC:3.4.21","Acting on peptide bonds (peptidases)","GO:0004252;GO:0006508;GO:0016021"
"LOC111121298",NA,"XP_022318217.1","NC_035781.1","Gnomon","CDS","15859339","15859408",".","+","0","cds7856","rna8594","uncharacterized protein LOC111121298 isoform X1","","","",""
"LOC111118545",NA,"XP_022313771.1","NC_035781.1","Gnomon","CDS","15875619","15876419",".","+","0","cds7859","rna8597","uncharacterized protein LOC111118545","","","",""
"LOC111119658",NA,"XP_022315773.1","NC_035781.1","Gnomon","CDS","15976884","15978533",".","-","0","cds7883","rna8621","uncharacterized protein LOC111119658","F:GO:0003674","","","GO:0005515"
"LOC111120833",NA,"XP_022317533.1","NC_035781.1","Gnomon","CDS","16081193","16081291",".","+","0","cds7894","rna8634","protein patched homolog 1-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0007165;GO:0008158;GO:0016021"
"LOC111121999",NA,"XP_022319225.1","NC_035781.1","Gnomon","CDS","16178878","16181016",".","+","0","cds7897","rna8637","cell wall protein DAN4-like","","","",""
"LOC111118601",NA,"XP_022313857.1","NC_035781.1","Gnomon","CDS","16358073","16358246",".","-","0","cds7931","rna8671","uncharacterized protein LOC111118601 isoform X1","","","",""
"LOC111119160",10,"XP_022314744.1","NC_035781.1","Gnomon","CDS","16397379","16397484",".","-","0","cds7935","rna8677","RNA exonuclease 1 homolog isoform X1","F:GO:0003674","","","GO:0003676"
"LOC111119131",NA,"XP_022314695.1","NC_035781.1","Gnomon","CDS","16618730","16618784",".","-","0","cds7962","rna8708","LOW QUALITY PROTEIN: neurotrypsin-like","GO:0005575;GO:0007165;GO:0008233","EC:3.4.21","Acting on peptide bonds (peptidases)","GO:0004252;GO:0005044;GO:0005515;GO:0006508;GO:0007165;GO:0016020"
"LOC111119305",NA,"XP_022315067.1","NC_035781.1","Gnomon","CDS","16624509","16625933",".","-","0","cds7964","rna8710","uncharacterized protein LOC111119305","F:GO:0003674","","","GO:0005515"
"LOC111112803",NA,"XP_022306316.1","NC_035780.1","Gnomon","CDS","8734479","8734527",".","+","0","cds792","rna855","homeobox protein 5-like isoform X1","","","",""
"LOC111122122",NA,"XP_022319412.1","NC_035781.1","Gnomon","CDS","16648633","16648691",".","+","0","cds7967","rna8713","peroxisomal 2%2C4-dienoyl-CoA reductase-like","","","",""
"LOC111122185",20,"XP_022319514.1","NC_035781.1","Gnomon","CDS","16950685","16951506",".","-","0","cds7979","rna8728","transient receptor potential cation channel subfamily M member 5-like","C:GO:0005575; F:GO:0022857","","","GO:0005216;GO:0006811;GO:0016020;GO:0055085"
"LOC111121901",NA,"XP_022319089.1","NC_035781.1","Gnomon","CDS","17010303","17010398",".","+","2","cds7983","rna8732","ADP-ribosylation factor-binding protein GGA2-like isoform X1","C:GO:0005622; P:GO:0016192","","","GO:0005622;GO:0006886;GO:0016192"
"LOC111118550",NA,"XP_022313777.1","NC_035781.1","Gnomon","CDS","17025694","17025791",".","-","1","cds7990","rna8739","AP-5 complex subunit zeta-1-like isoform X1","C:GO:0005737; C:GO:0032991","","","GO:0044599"
"LOC111121182",NA,"XP_022318048.1","NC_035781.1","Gnomon","CDS","17059001","17059331",".","+","0","cds7996","rna8745","uncharacterized protein LOC111121182","","","",""
"LOC111122394",NA,"XP_022319876.1","NC_035781.1","Gnomon","CDS","17065114","17065435",".","+","0","cds7997","rna8746","uncharacterized protein LOC111122394","","","",""
"LOC111122393",NA,"XP_022319872.1","NC_035781.1","Gnomon","CDS","17068739","17068765",".","+","2","cds7999","rna8748","uncharacterized protein LOC111122393 isoform X1","","","",""
"LOC111118422",NA,"XP_022313605.1","NC_035781.1","Gnomon","CDS","17147674","17147784",".","+","0","cds8010","rna8760","ADP-ribosylation factor-binding protein GGA1-like","P:GO:0016192","","","GO:0006886;GO:0016192"
"LOC111121466",NA,"XP_022318470.1","NC_035781.1","Gnomon","CDS","17169298","17169706",".","+","0","cds8017","rna8767","uncharacterized protein LOC111121466","","","",""
"LOC111118773",NA,"XP_022314094.1","NC_035781.1","Gnomon","CDS","17404754","17404952",".","-","0","cds8038","rna8790","voltage-dependent calcium channel gamma-5 subunit-like","C:GO:0005575; P:GO:0006810","","","GO:0006816;GO:0016021"
"LOC111120145",8,"XP_022316578.1","NC_035781.1","Gnomon","CDS","17545489","17545570",".","+","0","cds8053","rna8806","uncharacterized protein LOC111120145","C:GO:0005886","","","GO:0005887"
"LOC111121166",5,"XP_022318025.1","NC_035781.1","Gnomon","CDS","17708163","17708401",".","-","0","cds8065","rna8818","bifunctional apoptosis regulator-like","F:GO:0043167","","","GO:0005515;GO:0046872"
"LOC111121498",10,"XP_022318510.1","NC_035781.1","Gnomon","CDS","17759167","17759242",".","-","0","cds8069","rna8822","uncharacterized protein LOC111121498","","","",""
"LOC111120068",NA,"XP_022316427.1","NC_035781.1","Gnomon","CDS","17780714","17780862",".","+","1","cds8072","rna8825","cytosolic endo-beta-N-acetylglucosaminidase-like isoform X1","GO:0005737;GO:0016798","EC:3.2.1.96","Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase","GO:0005737;GO:0033925"
"LOC111120071",NA,"XP_022316437.1","NC_035781.1","Gnomon","CDS","17830167","17830321",".","+","0","cds8080","rna8833","tektin-3-like isoform X1","","","",""
"LOC111120073",NA,"XP_022316441.1","NC_035781.1","Gnomon","CDS","17851382","17851436",".","-","0","cds8084","rna8837","store-operated calcium entry-associated regulatory factor-like","C:GO:0005737; C:GO:0005783; P:GO:0006810","","","GO:0030176;GO:2001256"
"LOC111120008",NA,"XP_022316323.1","NC_035781.1","Gnomon","CDS","17972436","17972594",".","-","2","cds8090","rna8843","receptor-type tyrosine-protein phosphatase kappa-like isoform X1","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0005515;GO:0006470;GO:0006570"
"LOC111120680",NA,"XP_022317298.1","NC_035781.1","Gnomon","CDS","18027013","18027097",".","+","1","cds8097","rna8850","dual specificity testis-specific protein kinase 2-like","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111118629",NA,"XP_022313896.1","NC_035781.1","Gnomon","CDS","18040247","18040811",".","-","0","cds8098","rna8851","uncharacterized protein LOC111118629","","","",""
"LOC111120893",NA,"XP_022317622.1","NC_035781.1","Gnomon","CDS","18105734","18105870",".","+","0","cds8104","rna8858","calcyphosin-like protein","F:GO:0043167","","","GO:0005509"
"LOC111121613",5,"XP_022318674.1","NC_035781.1","Gnomon","CDS","18159182","18159253",".","+","0","cds8122","rna8876","acyl-protein thioesterase 1-like","F:GO:0003674","","","GO:0016787"
"LOC111120769",NA,"XP_022317438.1","NC_035781.1","Gnomon","CDS","18170682","18171700",".","-","2","cds8123","rna8877","ribonucleases P/MRP protein subunit POP1-like","C:GO:0005730; P:GO:0006399; C:GO:0032991","","","GO:0000172;GO:0001682;GO:0005655"
"LOC111120770",13,"XP_022317439.1","NC_035781.1","Gnomon","CDS","18175468","18175532",".","+","0","cds8124","rna8878","2-iminobutanoate/2-iminopropanoate deaminase-like","","","",""
"LOC111119352",NA,"XP_022315126.1","NC_035781.1","Gnomon","CDS","18214346","18214515",".","+","1","cds8129","rna8884","uncharacterized protein LOC111119352","F:GO:0003674","","","GO:0005515"
"LOC111119981",NA,"XP_022316287.1","NC_035781.1","Gnomon","CDS","18483404","18483599",".","+","0","cds8148","rna8904","uncharacterized protein LOC111119981","C:GO:0005575","","","GO:0016021"
"LOC111119980",20,"XP_022316285.1","NC_035781.1","Gnomon","CDS","18492493","18492573",".","-","0","cds8150","rna8906","cell division cycle and apoptosis regulator protein 1-like isoform X1","P:GO:0009058; P:GO:0034641","","","GO:0006355"
"LOC111121459",NA,"XP_022318462.1","NC_035781.1","Gnomon","CDS","18547663","18547751",".","+","1","cds8158","rna8914","uncharacterized protein LOC111121459","","","",""
"LOC111120154",3,"XP_022316589.1","NC_035781.1","Gnomon","CDS","18567421","18567463",".","+","0","cds8164","rna8920","transmembrane channel-like protein 3","C:GO:0005886","","","GO:0005887"
"LOC111122321",6,"XP_022319741.1","NC_035781.1","Gnomon","CDS","18627133","18627199",".","+","0","cds8165","rna8921","neuronal acetylcholine receptor subunit alpha-10-like","C:GO:0005886; P:GO:0007165; F:GO:0022857","","","GO:0004888;GO:0007165;GO:0016021;GO:0022848;GO:0034220;GO:0045211"
"LOC111120732",5,"XP_022317373.1","NC_035781.1","Gnomon","CDS","18881415","18881469",".","-","0","cds8195","rna8952","store-operated calcium entry-associated regulatory factor-like","C:GO:0005737; C:GO:0005783; P:GO:0006810","","","GO:0030176;GO:2001256"
"LOC111120693",19,"XP_022317321.1","NC_035781.1","Gnomon","CDS","19057042","19057278",".","+","0","cds8208","rna8966","dual specificity testis-specific protein kinase 2-like","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111120865",NA,"XP_022317580.1","NC_035781.1","Gnomon","CDS","19195131","19195202",".","+","0","cds8233","rna8992","acyl-protein thioesterase 1-like","F:GO:0003674","","","GO:0016787"
"LOC111118082",NA,"XP_022313086.1","NC_035781.1","Gnomon","CDS","19210541","19210640",".","-","0","cds8234","rna8993","ribonucleases P/MRP protein subunit POP1-like","C:GO:0005730; P:GO:0006399; C:GO:0032991","","","GO:0000172;GO:0001682;GO:0005655"
"LOC111138463",NA,"XP_022346152.1","NC_035780.1","Gnomon","CDS","8941724","8942152",".","-","0","cds833","rna897","thioredoxin-like protein 4A","C:GO:0005634; P:GO:0006397; C:GO:0032991","","","GO:0000398;GO:0046540"
"LOC111118635",1,"XP_022313902.1","NC_035781.1","Gnomon","CDS","19235323","19235499",".","-","0","cds8236","rna8996","probable proline--tRNA ligase%2C mitochondrial","GO:0005737;GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167","EC:6.1.1.15","Proline--tRNA ligase","GO:0004827;GO:0005524;GO:0005737;GO:0006433;GO:0006525;GO:0006560"
"LOC111121251",NA,"XP_022318133.1","NC_035781.1","Gnomon","CDS","19548514","19548592",".","-","1","cds8261","rna9028","nucleolar protein 11-like","F:GO:0003674","","","GO:0005515"
"LOC111118848",30,"XP_022314240.1","NC_035781.1","Gnomon","CDS","19609566","19609923",".","+","0","cds8263","rna9030","serine/threonine-protein kinase SMG1-like","GO:0006520;GO:0016301;GO:0034655","EC:2.7.11","Transferring phosphorus-containing groups","GO:0000184;GO:0004674;GO:0005515;GO:0009069;GO:0016310"
"LOC111118849",82,"XP_022314241.1","NC_035781.1","Gnomon","CDS","19773003","19773360",".","+","0","cds8268","rna9036","serine/threonine-protein kinase SMG1-like","GO:0006520;GO:0016301;GO:0034655","EC:2.7.11","Transferring phosphorus-containing groups","GO:0000184;GO:0004674;GO:0005515;GO:0009069;GO:0016310"
"LOC111137650",NA,"XP_022344918.1","NC_035780.1","Gnomon","CDS","8972880","8973064",".","-","0","cds837","rna902","myeloid differentiation primary response protein MyD88-like","F:GO:0003674; P:GO:0007165","","","GO:0005515;GO:0007165"
"LOC111122103",NA,"XP_022319372.1","NC_035781.1","Gnomon","CDS","19884011","19884250",".","-","0","cds8271","rna9039","uncharacterized protein LOC111122103 isoform X1","","","",""
