"","ID","Date","Timepoint","TankID","shelf","tank","pCO2","PopOrigin","length","width","DrillDate","t_start","t_shuck","t_end","g_index","g_collect","g_20","m_tissue","dm_tissue","g_tissue","p_fluid","wet_wgt","tin_wgt","dry_wgt","wet_wgtcorr","dry_wgtcorr","bag_wgt","totalshell_wgt","shell_wgt","dry_end_meas","Hard_Nell_Index","Hard_Nell_Size_Correction","ShellWt_ShellSizeCor","Simple_ConditionIndex","Repair_Shell_Quality","notes.x","buoyant_bw1","date_bw1","asDate_bw1","StandardWgt_bw1","Temp_bw1","Salinity_bw1","buoyant_bw2","date_bw2","asDate_bw2","StandardWgt_bw2","Temp_bw2","Salinity_bw2","buoyant_bw3","date_bw3","asDate_bw3","StandardWgt_bw3","Temp_bw3","Salinity_bw3","density_bw1","density_bw2","density_bw3","DayDiff_bw1_bw2","DayDiff_bw2_bw3","DensityCorrection_bw2","StandardCorrection_bw2","DensityCorrection_bw3","StandardCorrection_bw3","DW1_calc","DW2pre_calc","DW2_calc","DW3_calc","dry_Shell_Wgt","Measurer","CompleteRecord","DryWgtDelta_DW1_DW2","PercentChange_DW1_DW2","PercentChangePerDay_DW1_DW2","DryWgtDelta_DW2_DW3","PercentChange_DW2_DW3","PercentChangePerDay_DW2_DW3","PercentChangePerDayStandardized_Exposure","notes.y","EPF_pH_raw","EPF_NBS_Corr","EPF_NBS_pH","EPF_Total_Corr","EPF_Total_pH","EPF_DIC","EPF_Salinity","EPF_Calcite_Calc","EPF_TA_Calc","Temp_Complete","Sal_Complete","CT_Complete","AT_Complete","pH_Complete","pCO2_Complete","CaSat_Complete","ArgSat_Complete","Temp_2W","Sal_2W","pH_NBS_2W","pH_SW_2W","pH_Total_2W","pH_scaleFree_2W","Temp_Cal","Sal_Cal","CT_Cal","AT_Cal","pH_Cal","pCO2_Cal","CaSat_Cal","ArgSat_Cal"
"81",17178,2017-08-23,80,11,4,2,2800,"Rowley2-Sawyers",4.003,2.24,20170501,"13:48","14:01","14:06",0,"N","N","Y","Y","Y","Y",7.57,1.28,2.291,6.29,1.011,NA,NA,NA,71.263,"2.255466645","0.5634440783",7.947499197,33.76248089,1,"",45.399,170505,"05/05/17",2.79,12.9,32.53,44.945,170531,"05/31/17",2.8,17.2,29.47,44.211,170707,"07/07/17",2.79,16.7,NA,1.0245,1.02123,1.02267,26,37,45.09,44.86,44.15,44.26,82.08,81.07,81.23,79.95,71.26,"Louise",1,-0.8486,-1.034,-0.0398,-1.2811,-1.6024,-0.0433,-0.0035,"",7.091748413,0.079423,7.171171,-0.020434,7.071315,24352.71,32.081,4.95,22754.4,18,30.90019298,2122.83585125,2075.18231525,7.3322175,2562.866125,1.0372225,0.66317875,19.1285714285714,31.03796867,7.34535428571429,7.22120428571429,7.22165912657143,7.03825714285714,17.4,30.744384015,2072.856206,2133.5127295,7.31475,2455.65,0.8625,0.55
"82",17179,2017-06-26,22,9,3,3,900,"Ipswich",3.166,2.011,20170427,"10:50","11:07","11:11",0,"Y",NA,"Y","Y","Y","Y",5.28,1.28,1.9,4,0.62,NA,NA,NA,39.653,"3.908909792","1.234652493",6.228064031,24.57141681,1,"",24.334,170505,"05/05/17",2.79,12.9,32.53,24.094,170531,"05/31/17",2.81,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,24.17,24,NA,NA,42.72,42.09,42.27,NA,39.65,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.310344828,0.079423,7.389768,-0.020434,7.289911,NA,NA,NA,NA,17.0333333333333,30.5326918966667,1992.717583,2092.42291166667,7.76466666666667,791.3,2.15666666666667,1.38,16.9428571428571,30.7102111914286,7.92014,7.79730285714286,7.79775138314286,7.61628428571429,NA,NA,NA,NA,NA,NA,NA,NA
"83",17181,2017-06-13,9,11,4,2,2800,"Rowley2-Sawyers",3.412,2.065,20170501,"11:18","11:21","11:26",0,"Y",NA,"Y","Y","Y","Y",5.35,1.28,2.09,4.07,0.81,11.34,38.76,27.42,27.42,"7.258103538","2.12722847",3.891691197,30.51549925,1,"",15.324,170506,"05/06/17",2.8,13,32.67,15.066,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,15.12,15.13,NA,NA,25.89,25.53,25.41,NA,27.42,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.506716878,0.079423,7.58614,-0.020434,7.486283,11173.48,32.081,6.32,11136.6,17.85,30.30817371,1966.5508075,2100.154531,7.236,2904.7,0.715,0.455,17.4333333333333,30.077601855,7.51308833333333,7.39277833333333,7.39321949233333,7.21549333333333,NA,NA,NA,NA,NA,NA,NA,NA
"84",17182,2017-06-26,22,2,1,2,400,"Ipswich",2.562,1.821,20170427,"14:32","14:40","14:45",0,"Y",NA,"Y","Y","Y","N",3.45,1.28,1.67,2.17,0.39,NA,NA,NA,27.95,"6.430178973","2.509827858",5.990909251,18.05593869,4,"",16.433,170504,"05/04/17",2.76,13,32.43,16.331,170531,"05/31/17",2.81,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02441,1.02123,NA,NA,NA,16.38,16.08,NA,NA,27.96,27.31,27.77,NA,27.95,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.402298851,0.079423,7.481722,-0.020434,7.381865,NA,NA,NA,NA,17.5333333333333,30.5660055833333,1944.45466866667,2082.163501,7.862,627.566666666667,2.69333333333333,1.72333333333333,17.0857142857143,30.7052601442857,8.20018142857143,8.07736142857143,8.07781038385714,7.89637428571429,NA,NA,NA,NA,NA,NA,NA,NA
"85",17184,2017-06-13,9,8,3,2,900,"Rowley2-Sawyers",4.062,2.483,20170501,"10:30","10:34","10:41",0,"N",NA,"Y","Y","Y","Y",7.67,1.29,2.5,6.38,1.21,11.6,68.21,56.61,56.61,"3.35020619","0.8247676489",5.612760568,38.10018207,3,"",29.425,170505,"05/05/17",2.79,12.9,32.53,29.128,170601,"06/01/17",2.8,17,29.6,NA,NA,NA,NA,NA,NA,1.0245,1.02138,NA,NA,NA,29.22,29.08,NA,NA,52.23,51.58,51.68,NA,56.61,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.690977561,0.079423,7.770401,-0.020434,7.670544,NA,NA,NA,NA,17.15,30.30817371,1983.382884,2063.2509,7.708,892.1,1.88,1.205,17.1833333333333,30.0884193016667,7.84363,7.72327833333333,7.72371890383333,7.54592666666667,NA,NA,NA,NA,NA,NA,NA,NA
"86",17186,2017-06-05,1,6,2,3,400,"Rowley1-RR",3.781,2.148,20170427,"11:31","11:59","12:05",0,"Y",NA,"Y","Y","Y","Y",8.06,1.3,2.41,6.76,1.11,11.5,77.07,65.57,65.57,"2.50421204","0.662314742",8.073544238,38.94955512,2,"",36.541,170504,"05/04/17",2.77,13,32.43,36.644,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02441,1.0212,NA,NA,NA,36.76,36.33,NA,NA,65.53,65.13,65.72,NA,65.57,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"Returned to tank temporarily before shucking",7.886754536,0.079423,7.966178,-0.020434,7.866321,NA,NA,NA,NA,17.9,30.52271327,1918.229745,2068.096616,7.895,550.7,2.85,1.82,17.35,30.009443255,8.043585,7.923555,7.9239901145,7.746665,NA,NA,NA,NA,NA,NA,NA,NA
"87",17187,2017-06-06,2,15,5,3,900,"Rowley2-Sawyers",3.33,1.93,20170501,"13:18","13:20","13:24",0,"N",NA,"Y","Y","Y","Y",4.18,1.29,1.73,2.89,0.44,11.61,33.28,21.67,21.67,"7.025802259","2.109850528",3.371765548,17.35609047,0,"",12.458,170505,"05/05/17",2.79,12.9,32.53,12.325,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.0245,1.0212,NA,NA,NA,12.37,12.33,NA,NA,20.54,20.29,20.29,NA,21.67,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"Stabbed while shucking",7.628841594,0.079423,7.708265,-0.020434,7.608408,NA,NA,NA,NA,18.1,30.52271327,2011.739077,2076.42092,7.642,1054.6,1.71,1.1,18,30.0253892266667,7.90467333333333,7.78457333333333,7.78501250033333,7.60759333333333,NA,NA,NA,NA,NA,NA,NA,NA
"88",17189,2017-06-05,1,2,1,2,400,"Rowley1-RR",5.373,2.222,20170427,"14:59","15:05","15:09",0,"N",NA,"Y","Y","Y","Y",13.44,1.29,3.07,12.15,1.78,11.58,115.89,104.31,104.31,"1.404487179","0.2613972043",8.73705461,51.51569398,1,"",59.722,170505,"05/05/17",2.79,12.9,32.53,59.708,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.0245,1.0212,NA,NA,NA,59.9,59.71,NA,NA,108.83,108.81,108.81,NA,104.31,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.305181756,0.079423,7.384605,-0.020434,7.284748,NA,NA,NA,NA,18.1,30.52271327,1899.827673,2076.771131,7.958,468.6,3.26,2.09,17.8,29.976523415,8.05454,7.934635,7.9350737885,7.757945,NA,NA,NA,NA,NA,NA,NA,NA
"89",17190,2017-06-26,22,16,6,1,2800,"Rowley2-Sawyers",2.984,2.015,20170501,"11:31","11:40","11:44",0,"N",NA,"Y","Y","Y","Y",2.77,1.29,1.48,1.48,0.19,NA,NA,NA,39.737,"3.230701321","1.082674705",6.608778664,7.748482675,1,"",23.606,170505,"05/05/17",2.79,12.9,32.53,23.731,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,23.81,23.74,NA,NA,41.36,41.6,41.6,NA,39.74,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"Not looking healthy",7.25862069,0.079423,7.338044,-0.020434,7.238187,NA,NA,NA,NA,17.1,30.57730199,2175.181018,2113.23578666667,7.23633333333333,2868.86666666667,0.696666666666667,0.446666666666667,16.9428571428571,30.6909445,7.58833285714286,7.46557,7.466019299,7.28466857142857,NA,NA,NA,NA,NA,NA,NA,NA
"90",17195,2017-06-06,2,1,1,1,400,"Rowley1-RR",5.115,1.813,20170501,"10:26","10:31","10:37",0,"N",NA,"Y","Y","Y","Y",8.88,1.29,2.11,7.59,0.82,11.61,62.24,50.63,50.63,"2.133851287","0.4171752271",5.459646013,26.92725799,1,"",29.544,170506,"05/06/17",2.8,13,32.67,29.762,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,29.86,29.84,NA,NA,52.46,53.01,52.86,NA,50.63,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.708252,0.079423,7.787675,-0.020434,7.687818,NA,NA,NA,NA,18.2,30.42063061,1902.416601,2073.010291,7.943,487.2,3.17,2.03,17.5666666666667,29.9138864833333,8.07422,7.95456666666667,7.955001959,7.77824333333333,NA,NA,NA,NA,NA,NA,NA,NA
"91",17196,2017-06-05,1,13,5,1,900,"Rowley2-Sawyers",3.941,2.612,20170501,"15:40","15:50","15:54",0,"Y",NA,"Y","Y","Y","Y",6.11,1.29,2.09,4.82,0.8,11.82,50,38.18,38.18,"4.347174011","1.103063692",3.708995587,24.9344724,2,"",23.109,170506,"05/06/17",2.8,13,32.67,22.62,170530,"05/30/17",2.74,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,22.7,23.13,NA,NA,40.43,40.48,39.52,NA,38.18,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.103646634,0.079423,7.18307,-0.020434,7.083213,NA,NA,NA,NA,18,30.52271327,2024.832453,2068.727096,7.574,1241.7,1.47,0.94,17.7,29.992983335,7.93059,7.81062,7.8110583935,7.63383,NA,NA,NA,NA,NA,NA,NA,NA
"92",17198,2017-06-06,2,7,3,1,900,"Rowley1-RR",2.713,1.894,20170501,"10:32","10:43","10:47",0,"N",NA,"Y","Y","Y","Y",4.47,1.29,1.9,3.18,0.61,11.51,39.89,28.38,28.38,"6.759122599","2.491383192",5.52309639,26.91007764,4,"",14.121,170506,"05/06/17",2.8,13,32.67,14.331,170531,"05/31/17",2.8,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02459,1.02123,NA,NA,NA,14.38,14.38,NA,NA,23.64,24.13,24.03,NA,28.38,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.328214341,0.079423,7.407637,-0.020434,7.307781,NA,NA,NA,NA,17.5,30.52271327,2027.867543,2082.507393,7.617,1122.5,1.59,1.02,17.0666666666667,30.0256099733333,7.87473666666667,7.75463666666667,7.75507544533333,7.57765666666667,NA,NA,NA,NA,NA,NA,NA,NA
"93",17199,2017-06-05,1,16,6,1,2800,"Rowley2-Sawyers",2.899,1.585,20170501,"15:57","16:12","16:16",0,"N",NA,"Y","Y","Y","N",3.63,1.27,1.7,2.36,0.43,11.36,31.15,19.79,19.79,"9.206841325","3.175867998",4.306934949,20.05994392,2,"",10.405,170506,"05/06/17",2.8,13,32.67,10.469,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,10.5,10.49,NA,NA,16.7,16.85,16.82,NA,19.79,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",6.976967415,0.079423,7.05639,-0.020434,6.956534,NA,NA,NA,NA,17.6,30.52271327,2168.981028,2115.121784,7.255,2746.6,0.74,0.47,17.3,29.976523415,7.682385,7.56248,7.5629195905,7.38579,NA,NA,NA,NA,NA,NA,NA,NA
"94",17203,2017-08-23,80,4,2,1,400,"Ipswich",2.355,1.714,20170501,"10:43","10:48","10:53",0,"N","N","Y","Y","Y","Y",2.64,1.3,1.486,1.34,0.186,NA,NA,NA,18.881,"7.351621744","3.121707747",4.677601964,9.257891351,1,"",10.845,170506,"05/06/17",2.8,13,32.67,10.834,170531,"05/31/17",2.81,17.2,29.47,10.869,170705,"07/05/17",2.79,17,NA,1.02459,1.02123,1.0226,25,35,10.87,10.83,10.85,10.92,17.52,17.5,17.5,17.66,18.88,"Louise",1,-0.0206,-0.1173,-0.0047,0.1568,0.8878,0.0254,0.0301,"",7.484131564,0.079423,7.563555,-0.020434,7.463698,NA,NA,NA,NA,17.7375,30.9086431525,1965.269674375,2120.924298125,7.900125,556.6625,2.95375,1.8925,19.2714285714286,31.09561799,8.09303285714286,7.96865285714286,7.96910742014286,7.78536428571429,17.25,30.7610491875,1945.8013315,2097.72756025,7.90275,547.075,2.88,1.8425
"95",17204,2017-08-23,80,15,5,3,900,"Rowley1-RR",4.272,2.345,20170501,"10:20","10:30","10:36",0,"N","N","Y","Y","Y","Y",6.55,1.3,2.198,5.25,0.898,NA,NA,NA,89.908,"1.902473852","0.4453356394",8.974788976,28.37195688,0,"",54.753,170504,"05/04/17",2.77,13,32.43,54.873,170531,"05/31/17",2.81,17.2,29.47,54.788,170707,"07/07/17",2.79,16.7,NA,1.02441,1.02123,1.02267,27,37,55.04,54.33,54.71,54.96,99.55,98.76,99.78,99.95,89.91,"Louise",1,0.2242,0.2252,0.0083,0.1704,0.1705,0.0046,-0.0037,"",7.518753606,0.079423,7.598177,-0.020434,7.49832,NA,NA,NA,NA,17.9857142857143,30.8459754757143,2040.45205185714,2118.39146828571,7.71079,918.114157142857,2.03851,1.30713,19.2285714285714,31.0810918985714,7.84091428571429,7.71659142857143,7.71704659028571,7.53338857142857,17.4333333333333,30.5660055833333,2016.935858,2088.85447833333,7.74866666666667,823.433333333333,2.12,1.35666666666667
"96",17206,2017-07-24,50,8,3,2,900,"Ipswich",1.771,3.015,20170501,"12:39","12:52","13:08",0,"N","N","Y","Y","Y","Y",4.18,1.3,1.835,2.88,0.535,NA,NA,NA,23.726,"7.829549393","4.420976506",4.443433126,23.15265728,3,"",13.78,170505,"05/05/17",2.79,12.9,32.53,13.937,170601,"06/01/17",2.8,17,29.6,13.938,170705,"07/05/17",2.79,17,NA,1.0245,1.02138,1.0226,27,34,13.98,13.91,13.92,13.97,23,23.25,23.3,23.36,23.73,"Louise",1,0.2939,1.2777,0.0473,0.0611,0.2615,0.0077,-0.0396,"",7.051823417,0.079423,7.131246,-0.020434,7.03139,NA,NA,NA,NA,17.44,30.757144866,2037.2178498,2110.614013,7.675,988.86,1.83,1.172,18.0714285714286,30.9756527485714,7.83361571428571,7.70971285714286,7.710166514,7.52713285714286,17.0333333333333,30.5326918966667,2012.91465033333,2086.85488866667,7.68666666666667,951.3,1.82,1.16333333333333
"97",17207,2017-06-06,2,4,2,1,400,"Rowley1-RR",2.921,2.149,20170501,"13:22","13:29","13:34",0,"N",NA,"Y","Y","Y","N",5.45,1.28,2.01,4.17,0.73,11.54,54.63,43.09,43.09,"4.062658437","1.390845066",6.864493871,29.13660014,2,"",22.786,170505,"05/05/17",2.79,12.9,32.53,22.828,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.0245,1.0212,NA,NA,NA,22.9,22.82,NA,NA,39.83,39.9,39.91,NA,43.09,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.571149175,0.079423,7.650572,-0.020434,7.550716,NA,NA,NA,NA,17.9,30.52271327,1934.243691,2067.48616,7.851,617.3,2.61,1.67,17.4666666666667,30.09233263,8.08335,7.96298333333333,7.96342443333333,7.78560666666667,NA,NA,NA,NA,NA,NA,NA,NA
"98",17208,2017-08-23,80,14,5,2,900,"Rowley2-Sawyers",3.924,1.92,20170501,"11:23","11:28","11:34",0,"N","N","Y","Y","Y","Y",5.68,1.29,1.951,4.39,0.661,NA,NA,NA,35.336,"4.261078676","1.085901803",4.690154604,24.08165586,3,"",21.282,170505,"05/05/17",2.79,12.9,32.53,21.199,170531,"05/31/17",2.81,17.2,29.47,21.149,170707,"07/07/17",2.79,16.7,NA,1.0245,1.02123,1.02267,26,37,21.27,21.11,21.12,21.22,37.02,36.71,36.87,36.9,35.34,"Louise",1,-0.1546,-0.4176,-0.0161,0.0338,0.0916,0.0025,0.0185,"",7.189844201,0.079423,7.269267,-0.020434,7.169411,14585.33,32.081,3.78,13879.9,17.9714285714286,30.8554936714286,1907.01108342857,2123.121395,7.71633714285714,906.257571428572,2.06398285714286,1.32352571428571,19.2428571428571,31.0810918985714,7.83439857142857,7.71007714285714,7.71053258171429,7.52687571428571,17.4,30.5882147066667,1701.56904733333,2094.36908066667,7.75766666666667,800.533333333333,2.15666666666667,1.38
"99",17210,2017-07-24,50,17,6,2,2800,"Ipswich",5.615,2.613,20170427,"13:52","13:56","13:59",0,"N","N","Y","Y","Y","Y",14.41,1.29,2.751,13.12,1.461,NA,NA,NA,87.459,"1.27324469","0.2267577364",5.960948051,38.14219049,3,"",54.544,170505,"05/05/17",2.79,12.9,32.53,54.291,170531,"05/31/17",2.81,17.2,29.47,53.347,170705,"07/05/17",2.79,17,NA,1.0245,1.02123,1.0226,26,35,54.46,54.07,53.28,53.59,99.16,98.28,98.69,97.37,87.46,"Louise",1,-0.4739,-0.4779,-0.0184,-1.3175,-1.353,-0.0387,-0.0203,"",6.815738964,0.079423,6.895162,-0.020434,6.795305,NA,NA,NA,NA,17.5666666666667,30.8886644233333,2193.19277216667,2148.9788705,7.28583333333333,2608.58333333333,0.815,0.521666666666667,18.5571428571429,31.0186282385714,7.35001428571429,7.22593857142857,7.22639444857143,7.04310571428571,17.15,30.7610491875,2178.69761925,2133.86304325,7.288,2563.775,0.7975,0.51
"100",17211,2017-08-23,80,5,2,2,400,"Rowley2-Sawyers",3.845,2.28,20170501,"13:11","13:13","13:17",0,"N","N","Y","Y","Y","Y",6.14,1.29,1.983,4.85,0.693,NA,NA,NA,50.454,"2.832017242","0.7365454466",5.755252892,23.40548469,1,"",30.759,170505,"05/05/17",2.79,12.9,32.53,30.711,170601,"06/01/17",2.81,17,29.6,30.227,170705,"07/05/17",2.79,17,NA,1.0245,1.02138,1.0226,27,34,30.81,30.58,30.19,30.37,54.73,54.39,54.64,54,50.45,"Louise",1,-0.0884,-0.1616,-0.006,-0.6369,-1.1795,-0.0347,-0.0287,"",7.709174841,0.079423,7.788598,-0.020434,7.688741,NA,NA,NA,NA,17.8428571428571,30.8366006371429,1964.65648342857,2113.36037628571,7.88015142857143,586.681742857143,2.85835571428571,1.83015714285714,19.2714285714286,31.1098660657143,8.08991714285714,7.96548142857143,7.96593709385714,7.78211,17.3333333333333,30.5660055833333,1935.80093233333,2066.05191366667,7.84733333333333,626.533333333333,2.56,1.63666666666667
"101",17212,2017-06-05,1,15,5,3,900,"Ipswich",3.409,2.374,20170501,"15:23","15:35","15:39",0,"Y",NA,"Y","Y","Y","N",6.74,1.28,2.23,5.46,0.95,11.51,40.2,28.69,28.69,"6.064575601","1.778989616",3.545053816,33.39410031,2,"",16.086,170505,"05/05/17",2.79,12.9,32.53,16.06,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.0245,1.0212,NA,NA,NA,16.11,16.06,NA,NA,27.31,27.26,27.26,NA,28.69,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.529749463,0.079423,7.609172,-0.020434,7.509316,NA,NA,NA,NA,18.1,30.52271327,2011.739077,2076.42092,7.642,1054.6,1.71,1.1,17.75,29.976523415,7.93322,7.813315,7.813754429,7.636625,NA,NA,NA,NA,NA,NA,NA,NA
"102",17213,2017-08-23,80,10,4,1,2800,"Ipswich",4.081,2.422,20170427,"13:16","13:21","13:26",0,"N","N","Y","Y","Y","Y",7.05,1.28,2.217,5.77,0.937,NA,NA,NA,65.381,"2.483774814","0.6086191654",6.614710251,29.80363418,1,"",41.263,170505,"05/05/17",2.79,12.9,32.53,41.124,170531,"05/31/17",2.81,17.2,29.47,40.629,170705,"07/05/17",2.79,17,NA,1.0245,1.02123,1.0226,26,35,41.26,40.95,40.57,40.81,74.35,73.76,74.09,73.5,65.38,"Louise",1,-0.2584,-0.3476,-0.0134,-0.5861,-0.7974,-0.0228,-0.0094,"",6.872475476,0.079423,6.951898,-0.020434,6.852042,15966.84,32.081,1.86,14155.7,17.9375,30.90435719125,2134.0724345,2145.519744,7.3479,2431.360875,1.046195,0.6721625,19.1285714285714,31.04279672,7.34687142857143,7.22270142857143,7.22315659757143,7.03972714285714,17.3,30.7527124375,2091.51209725,2129.94939625,7.33025,2325.725,0.875,0.56
"103",17215,2017-06-05,1,8,3,2,900,"Rowley1-RR",2.03,1.997,20170501,"15:32","15:44","15:49",0,"N",NA,"Y","Y","Y","N",2.51,1.29,1.46,1.22,0.17,11.41,22.2,10.79,10.79,"12.91420411","6.361676899",2.66162791,8.443293185,0,"",5.302,170505,"05/05/17",2.79,12.9,32.53,5.312,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,5.33,5.31,NA,NA,7.17,7.19,7.19,NA,10.79,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",8.214968877,0.079423,8.294392,-0.020434,8.194535,NA,NA,NA,NA,17.4,30.52271327,2014.613218,2083.949673,7.667,992.5,1.76,1.13,17.3,29.9600635,7.8993,7.77946,7.77990134,7.60287,NA,NA,NA,NA,NA,NA,NA,NA
"104",17217,2017-06-05,1,1,1,1,400,"Rowley2-Sawyers",2.419,1.848,20170501,"11:38","12:15","12:20",0,"Y",NA,"Y","Y","Y","Y",3.98,1.3,1.73,2.68,0.43,11.43,42.75,31.32,31.32,"5.122853167","2.11775658",7.006222384,20.33759235,2,"",16.362,170506,"05/06/17",2.8,13,32.67,16.6,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,16.65,16.69,NA,NA,27.83,28.44,28.27,NA,31.32,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"Returned to tank temporarily before shucking",7.403070244,0.079423,7.482493,-0.020434,7.382637,NA,NA,NA,NA,18.2,30.42063061,1902.416601,2073.010291,7.943,487.2,3.17,2.03,17.8,29.859642415,8.06187,7.942435,7.9428680445,7.76643,NA,NA,NA,NA,NA,NA,NA,NA
"105",17218,2017-07-24,50,15,5,3,900,"Rowley2-Sawyers",3.104,1.95,20170501,"15:21","15:27","15:31",0,"N","N","Y","Y","Y","Y",3.08,1.29,1.578,1.79,0.288,NA,NA,NA,21.621,"7.441554727","2.397408095",3.572065821,11.7061565,0,"",12.933,170505,"05/05/17",2.79,12.9,32.53,12.59,170531,"05/31/17",2.79,17.2,29.47,12.478,170705,"07/05/17",2.79,17,NA,1.0245,1.02123,1.0226,26,35,12.63,12.59,12.46,12.48,21.42,20.79,20.78,20.58,21.62,"Louise",1,-0.6402,-2.9882,-0.1149,-0.2017,-0.9799,-0.028,0.0869,"",7.650671785,0.079423,7.730095,-0.020434,7.630238,NA,NA,NA,NA,17.62,30.797161308,2039.974126,2109.4663534,7.7046,931.72,1.976,1.266,18.2285714285714,30.9662019385714,7.85283714285714,7.72897571428571,7.72942853571429,7.54645,17.4333333333333,30.5660055833333,2016.935858,2088.85447833333,7.74866666666667,823.433333333333,2.12,1.35666666666667
"106",17220,2017-06-06,2,2,1,2,400,"Ipswich",3.746,2.213,20170501,"11:10","11:17","11:22",0,"N",NA,"Y","Y","Y","Y",4.52,1.29,1.78,3.23,0.49,11.45,68.5,57.05,57.05,"2.659119831","0.7098558012",6.881869958,17.01850813,3,"",33.068,170505,"05/05/17",2.79,12.9,32.53,33.028,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,33.13,33.03,NA,NA,59.04,58.98,58.96,NA,57.05,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.679461268,0.079423,7.758884,-0.020434,7.659028,NA,NA,NA,NA,18.1,30.52271327,1899.827673,2076.771131,7.958,468.6,3.26,2.09,17.5666666666667,30.0253892266667,8.06779666666667,7.94769666666667,7.948135064,7.77071666666667,NA,NA,NA,NA,NA,NA,NA,NA
"107",17222,2017-06-26,22,18,6,3,2800,"Rowley1-RR",3.641,1.703,20170501,"11:20","11:26","11:30",0,"Y",NA,"Y","Y","Y","Y",6.7,1.29,2.16,5.41,0.87,NA,NA,NA,49.194,"3.268961839","0.8978197854",7.933718918,34.93828548,2,"",30.423,170505,"05/05/17",2.79,12.9,32.53,30.009,170531,"05/31/17",2.8,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,30.11,29.95,NA,NA,54.1,53.22,53.33,NA,49.19,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.063218391,0.079423,7.142641,-0.020434,7.042785,NA,NA,NA,NA,17.1,30.5660055833333,2165.95947633333,2112.236976,7.26066666666667,2698.2,0.733333333333333,0.466666666666667,16.9571428571429,30.7148023971429,7.58349142857143,7.46063428571429,7.46108270085714,7.27959142857143,NA,NA,NA,NA,NA,NA,NA,NA
